hostname,score,sources,label,level
alra.pt,4,wikidata,Legislative Assembly of the Azores,central-1
alram.pt,4,wikidata,Legislative Assembly of Madeira,central-1
cm-guimaraes.pt,7,wikidata;wikidata,Q117475669 | Q116830317,local
ufcidadeguimaraes.com,6,wikidata;wikidata,Q115102399 | Q115102293,local
freguesiaardegaoarnozelaseidoes.pt,4,wikidata,Q113512771,local
freguesiadelamego.pt,4,wikidata,Junta de Freguesia of Lamego (Almacave e Sé),local
jf-ajuda.pt,4,wikidata,Junta de Freguesia da Ajuda,local
jf-alcantara.pt,4,wikidata,Junta de Freguesia de Alcântara,local
jf-alvalade.pt,4,wikidata,Junta de Freguesia de Alvalade,local
jf-avenidasnovas.pt,4,wikidata,Junta de Freguesia das Avenidas Novas,local
jf-beato.pt,4,wikidata,Junta de Freguesia of Beato,local
jf-estrela.pt,4,wikidata,Junta de Freguesia de Estrela,local
jf-parquedasnacoes.pt,4,wikidata,Junta de Freguesia do Parque das Nações,local
uf-airao-vermil.pt,4,wikidata,Q116293210,local
uf-leitoesoleirosefigueiredo.pt,4,wikidata,Q116980868,local
