hostname,score,sources,label,level,http_status,mx
parlamento.pt,10,wikidata;wikidata;linkgraph,Assembly of the Republic,central,IOException: HTTP/1.1 header parser received no bytes,10 srvrelay1.parlamento.pt.; 10 newsletter.parlamento.pt.; 10 srvrelay2.parlamento.pt.
presidencia.pt,8,linkgraph,Linked from 74 public-sector domains,,HttpConnectTimeoutException: HTTP connect timed out,90 mail1.presidencia.pt.; 10 mx1.presidencia.pt.; 10 mx2.presidencia.pt.; 90 mail2.presidencia.pt.
chpvvc.min-saude.pt,7,wikidata;wikidata,Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde | Unidade Local de Saúde de Póvoa de Varzim/Vila do Conde,,ConnectException,0 chpvvc-minsaude-pt02e.mail.protection.outlook.com.
cmvm.pt,7,wikidata;wikidata,Securities Market Commission,central,ConnectException,5 mail.cmvm.pt.; 20 drmail.cmvm.pt.
dgav.pt,7,wikidata;wikidata,Direcção-Geral de Alimentação e Veterinária | Q136310447,,IOException: HTTP/1.1 header parser received no bytes,10 dgav-pt.mail.protection.outlook.com.; 20 smtp.dgav.pt.
exercito.pt,7,wikidata;wikidata,Direção de Formação | Direção de História e Cultura Militar,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 smtp2.exercito.pt.; 10 smtp1.exercito.pt.
gnr.pt,7,wikidata;linkgraph,National Republican Guard,central,301,10 mx1.rnsi.mai.gov.pt.; 10 mx4.rnsi.mai.gov.pt.; 10 mx6.rnsi.mai.gov.pt.; 10 mx3.rnsi.mai.gov.pt.; 10 mx2.rnsi.mai.gov.pt.; 10 mx5.rnsi.mai.gov.pt.
icnf.pt,7,wikidata;wikidata,Institute for Nature Conservation and Forests,,200,0 icnf-pt.mail.protection.outlook.com.
infarmed.pt,7,wikidata;wikidata,National Authority of Medicines and Health Products,,HttpConnectTimeoutException: HTTP connect timed out,0 mail.infarmed.pt.
moptc.pt,7,wikidata;wikidata,"Ministry of Public Works, Transport and Communications",central,403,none
policiajudiciaria.pt,7,wikidata;wikidata,Laboratório de Polícia Científica | Polícia Judiciária,,ConnectException,none
pontosj.pt,7,wikidata;wikidata,Portuguese Province of the Society of Jesus,,200,20 mx2.cleanmx.pt.; 10 mx1.cleanmx.pt.
psp.pt,7,wikidata;wikidata,Corpo de Intervenção | Polícia de Segurança Pública,,HttpConnectTimeoutException: HTTP connect timed out,10 mx3.rnsi.mai.gov.pt.; 10 mx1.rnsi.mai.gov.pt.; 10 mx4.rnsi.mai.gov.pt.; 10 mx2.rnsi.mai.gov.pt.; 10 mx5.rnsi.mai.gov.pt.; 10 mx6.rnsi.mai.gov.pt.
ccila-portugal.com,6,wikidata;wikidata,German-Portuguese Chamber of Industry and Commerce,,302,0 ccilaportugal-com01c.mail.protection.outlook.com.
lajesfss.com,6,wikidata;wikidata,65th Force Support Squadron | Lajes Airman and Family Readiness Center,,ConnectException: Host is unreachable,10 mail.lajesfss.com.
stj.pt,6,wikidata,Portuguese Supreme Court of Justice,central,301,10 stj-pt.mail.protection.outlook.com.
tribunalconstitucional.pt,6,wikidata,Portuguese Constitutional Court,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching tribunalconstitucional.pt found.,none
cm-abrantes.pt,5,linkgraph,Linked from 9 public-sector domains,,HttpTimeoutException: request timed out,10 cmabrantes-pt0e.mail.protection.outlook.com.
cm-alcanena.pt,5,linkgraph,Linked from 8 public-sector domains,,HttpTimeoutException: request timed out,0 cmalcanena-pt0e.mail.protection.outlook.com.
cm-constancia.pt,5,linkgraph,Linked from 8 public-sector domains,,200,10 mxg.eu.mpssec.net.; 10 mxf.eu.mpssec.net.
cm-entroncamento.pt,5,linkgraph,Linked from 8 public-sector domains,,200,0 cmentroncamento-pt0e.mail.protection.outlook.com.
