domain,label,level,name
gov.au,act,central-1,Australian Capital Territory
gov.au,nsw,central-1,New South Wales
gov.au,nt,central-1,Northern Territory
gov.au,qld,central-1,Queensland
gov.au,sa,central-1,South Australia
gov.au,tas,central-1,Tasmania
gov.au,vic,central-1,Victoria
gov.au,wa,central-1,Western Australia
