hostname,score,sources,label,level
arczw.ac.zw,4,wikidata,Agricultural Research Council of Zimbabwe,
competition.co.zw,4,wikidata,Competition and Tariff Commission,
ema.co.zw,4,wikidata,Environmental Management Agency,
forestry.co.zw,4,wikidata,Forestry Commission,
ipec.co.zw,4,wikidata,Insurance and Pensions Commission (IPEC).,
mediacommission.co.zw,4,wikidata,Zimbabwe Media Commission,
mohcc.org.zw,4,wikidata,"National Institute of Health Research, Zimbabwe",
mrcz.org.zw,4,wikidata,Medical Research Council of Zimbabwe,
nac.org.zw,4,wikidata,National AIDS Council,
rbz.co.zw,4,wikidata,Reserve Bank of Zimbabwe,
rcz.ac.zw,4,wikidata,Research Council of Zimbabwe,
sirdc.ac.zw,4,wikidata,National Metrology Institute,
zimche.ac.zw,4,wikidata,"National Council for Higher Education, Zimbabwe",
zimstat.co.zw,4,wikidata,Zimbabwe National Statistics Agency,
zingsa.ac.zw,4,wikidata,Zimbabwe National Geospatial and Space Agency,
zinwa.co.zw,4,wikidata,Zimbabwe National Water Authority,
zw.usembassy.gov,4,wikidata,embassy of the United States in Zimbabwe,central
ambafrance-zw.org,3,wikidata,"Embassy of France, Harare",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Zimbabwe,
ghanaembassy-zimbabwe.com,3,wikidata,embassy of Ghana in Zimbabwe,central
harare.diplo.de,3,wikidata,"Embassy of Germany, Harare",central
harare.mae.ro,3,wikidata,embassy of Romania in Zimbabwe,central
mfa.gr,3,wikidata,embassy of Greece in Zimbabwe,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Harare",central
who.int,3,wikidata,World Health Organization (Zimbabwe),
zimbabwe.mid.ru,3,wikidata,embassy of Russia in Zimbabwe,central
zimyouth.org,3,wikidata,Zimbabwe Youth Council,
