hostname,score,sources,label,level,http_status,mx
slovensko.sk,10,un_desa;linkgraph,UN/DESA national portal,,302,10 mail.gov.sk.
dominikani.sk,7,wikidata;wikidata,Dominican Province of Slovakia,,200,0 dominikani-sk.mail.protection.outlook.com.
frantiskani.sk,7,wikidata;wikidata,Province of the Most Holy Redeemer of the Friars Minor in Slovakia,,200,10 mx1.hcom.sk.; 20 mx2.hcom.sk.
mincrs.sk,7,wikidata;wikidata,Ministry of Tourism and Sports of the Slovak Republic,central,200,0 mincrs-sk.mail.protection.outlook.com.
minedu.sk,7,wikidata;wikidata,"Ministry of Education, Research, Development and Youth of the Slovak Republic",central,ConnectException,1 minedu-sk.mail.protection.outlook.com.
minv.sk,7,wikidata;wikidata;wikidata;wikidata;wikidata,Slovak National Archives | Ministry of Interior of the Slovak Republic | Fire and Rescue Corps of the Slovak Republic | Police Corps,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mailina.minv.sk.; 10 mailinb.minv.sk.
minzp.sk,7,wikidata;wikidata,Ministry of the Environment of the Slovak Republic,central,200,none
mzv.sk,7,wikidata;wikidata,Ministry of Foreign and European Affairs of the Slovak Republic,central,301,10 mail.gov.sk.
nbs.sk,7,wikidata;wikidata,National Bank of Slovakia,central,HttpConnectTimeoutException: HTTP connect timed out,20 mailgw4.nbs.sk.; 10 mailgw2.nbs.sk.; 10 mailgw1.nbs.sk.; 20 mailgw3.nbs.sk.
nrsr.sk,7,wikidata;wikidata,National Council of the Slovak Republic,central,ConnectException,10 mail.gov.sk.
piaristi.sk,7,wikidata;wikidata,Piarist province of Slovakia,,301,100 mailin2.piaristi.sk.; 10 mailin1.piaristi.sk.
skgeodesy.sk,7,wikidata;wikidata,"Geodesy, Cartography and Cadastre Authority of the Slovak Republic",,HttpConnectTimeoutException: HTTP connect timed out,10 skgeodesy-sk.mail.protection.outlook.com.
snk.sk,7,wikidata;wikidata,Slovak National Library,,200,10 mail.gov.sk.
nsud.sk,6,wikidata,Supreme court of the Slovak Republic,,301,10 smtp1.nsud.sk.; 20 smtp2.nsud.sk.
slowakei.ahk.de,6,wikidata;wikidata,German-Slovak Chamber of Industry and Commerce,,302,none
apvv.sk,4,wikidata,Slovak Research and Development Agency,,302,10 apvv-sk.mail.protection.outlook.com.
caa.sk,4,wikidata,Civil Aviation Authority of the Slovak Republic,central,ConnectException,10 ip-mx.caa.sk.
dposr.sk,4,wikidata,Voluntary Fire Protection of the Slovak Republic,,200,0 dposr-sk.mail.protection.outlook.com.
egypt-embassy.sk,4,wikidata,"Embassy of Egypt, Bratislava",central,301,20 relay2.dnsserver.eu.; 10 relay.exohosting.sk.; 15 relay3.dnsserver.eu.; 10 relay1.exohosting.sk.
financnasprava.sk,4,wikidata,The Financial Administration of the Slovak Republic,,302,10 mail3.financnasprava.sk.; 10 mail1.financnasprava.sk.; 10 mail4.financnasprava.sk.; 10 mail2.financnasprava.sk.
idsplus.sk,4,wikidata,Q137864372,,200,10 mx10.websupport.sk.; 100 mx20.websupport.sk.
idsvychod.sk,4,wikidata,Q140907211,,200,100 mailin1.idsvychod.sk.; 10 mailin2.idsvychod.sk.
iuventa.sk,4,wikidata,Slovak Youth Institute,,200,0 iuventa-sk.mail.protection.outlook.com.
ja-sr.sk,4,wikidata,Judicial Academy of the Slovak Republic,,200,100 mx20.websupport.sk.; 10 mx10.websupport.sk.
juls.savba.sk,4,wikidata,Ľudovít Štúr Institute of Linguistics,,200,10 posta.juls.savba.sk.
kassa.mfa.gov.hu,4,wikidata,Consulate General of Hungary in Košice,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
lesy.sk,4,wikidata,LESY Slovenskej republiky,,HttpConnectTimeoutException: HTTP connect timed out,20 smtp.lesy.sk.; 10 mail.lesy.sk.
nczisk.sk,4,wikidata,National Health Information Center,,302,50 mail2.nczisk.sk.
nssud.sk,4,wikidata,Supreme Administrative Court of the Slovak Republic,,301,0 nssud-sk.mail.protection.outlook.com.
palestineembassy.sk,4,wikidata,Embassy of the State of Palestine in Slovakia,central,200,0 mail.palestineembassy.sk.
pamiatky.sk,4,wikidata,The Monuments Board of the Slovak Republic,,302,10 mail.gov.sk.
polinst.sk,4,wikidata,Polish Institute in Bratislava,,301,10 mail.polinst.sk.
pozsony.mfa.gov.hu,4,wikidata,Hungarian Embassy in Slovakia,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
sario.sk,4,wikidata,SARIO,,400,0 sario-sk.mail.protection.outlook.com.
sazp.sk,4,wikidata,Slovak Environmental Agency,,302,5 posta.sazp.sk.; 10 sazp-sk.mail.protection.outlook.com.
slm.sk,4,wikidata,Slovenská Legálna Metrológia,,301,5 mail.slm.sk.; 10 ns.slm.sk.
slovak.statistics.sk,4,wikidata,Statistical Office of the Slovak Republic,central,200,none
sopsr.sk,4,wikidata,State Nature Conservancy of the Slovak Republic,,302,0 sopsr-sk.mail.protection.outlook.com.
ssc.sk,4,wikidata,Q18104533,,301,5 mail.ssc.sk.
statpedu.sk,4,wikidata,National Institute for Education,,HttpConnectTimeoutException: HTTP connect timed out,0 statpedu-sk.mail.protection.outlook.com.
sukl.sk,4,wikidata,State Institute for Drug Control,,301,10 mail.gov.sk.
trencin.sk,4,wikidata,Q141104940,,HttpConnectTimeoutException: HTTP connect timed out,0 trencin-sk.mail.protection.outlook.com.
trigon-consulting.sk,4,wikidata,TRIGON Consulting,,HttpConnectTimeoutException: HTTP connect timed out,0 trigonconsulting-sk01e.mail.protection.outlook.com.
udzs-sk.sk,4,wikidata,Q18534597,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.udzs-sk.sk.
unesco.sk,4,wikidata,Slovak Commission for UNESCO,,301,none
unms.sk,4,wikidata,"Slovak Office of Standards, Metrology and Testing",,HttpConnectTimeoutException: HTTP connect timed out,1 156-smtp-in.unms.sk.
ustavnysud.sk,4,wikidata,Constitutional Court of Slovakia,central,HttpConnectTimeoutException: HTTP connect timed out,10 imsva.concourt.sk.
vega.sav.sk,4,wikidata,Scientific Grant Agency of the Ministry of Education of the Slovak Republic,,HttpConnectTimeoutException: HTTP connect timed out,none
vup.sk,4,wikidata,Slovak Food Research Institute,,HttpConnectTimeoutException: HTTP connect timed out,none
zvjs.sk,4,wikidata,Prison and Court Guard Service,,ConnectException,10 smtp1.zvjs.sk.
bratislava.europarl.europa.eu,3,wikidata,European Parliament Liaison Office in Slovakia,central,302,none
bratislava.mae.ro,3,wikidata,"Embassy of Romania, Bratislava",central,503,none
bratislava.veleposlanistvo.si,3,wikidata,"Embassy of Slovenia, Bratislava",central,SSLHandshakeException: Remote host terminated the handshake,none
euro.who.int,3,wikidata,World Health Organization,,HttpConnectTimeoutException: HTTP connect timed out,none
mfa.bg,3,wikidata,embassy of Bulgaria in Slovakia,central,302,0 mfa-bg.mail.protection.outlook.com.
mzv.cz,3,wikidata,"Czech Embassy, Bratislava",central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
nederlandwereldwijd.nl,3,wikidata,"Dutch Embassy, Bratislava",central,301,0 .
norway.no,3,wikidata,Embassy of Norway in Slovakia,central,301,0 mx.domeneshop.no.
pressburg.diplo.de,3,wikidata,"Embassy of Germany, Bratislava",central,200,10 mx2.bund.de.; 10 mx1.bund.de.
roc-taiwan.org,3,wikidata,"Taipei Representative Office, Bratislava",,302,none
sk.ambafrance.org,3,wikidata,"Embassy of France, Bratislava",central,301,none
sk.mvep.hr,3,wikidata,embassy of Croatia in Slovakia,central,ConnectException,none
slovakia.representation.ec.europa.eu,3,wikidata,European Commission Representation in Slovakia,,302,none
idsbk.sk,2,wikidata;wikidata;wikidata,Integrated Transport System in the Bratislava Region,,301,0 idsbk-sk.mail.protection.outlook.com.
mfsr.sk,2,wikidata;wikidata;wikidata;wikidata,Ministry of Finance of the Slovak Republic,central,405,100 email2.mfsr.sk.; 10 email1.mfsr.sk.
mindop.sk,2,wikidata;wikidata;wikidata;wikidata,Ministry of Transport and Construction of the Slovak Republic,central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching mindop.sk found.,10 mail.gov.sk.
mpsr.sk,2,wikidata;wikidata;wikidata;wikidata,Ministry of Agriculture and Rural Development of the Slovak Republic,central,301,10 mail.mpsr.sk.
