hostname,score,sources,label,level
slovensko.sk,10,un_desa;linkgraph,UN/DESA national portal,
dominikani.sk,7,wikidata;wikidata,Dominican Province of Slovakia,
frantiskani.sk,7,wikidata;wikidata,Province of the Most Holy Redeemer of the Friars Minor in Slovakia,
mincrs.sk,7,wikidata;wikidata,Ministry of Tourism and Sports of the Slovak Republic,central
minedu.sk,7,wikidata;wikidata,"Ministry of Education, Research, Development and Youth of the Slovak Republic",central
minv.sk,7,wikidata;wikidata;wikidata;wikidata;wikidata,Slovak National Archives | Ministry of Interior of the Slovak Republic | Fire and Rescue Corps of the Slovak Republic | Police Corps,central
minzp.sk,7,wikidata;wikidata,Ministry of the Environment of the Slovak Republic,central
mzv.sk,7,wikidata;wikidata,Ministry of Foreign and European Affairs of the Slovak Republic,central
nbs.sk,7,wikidata;wikidata,National Bank of Slovakia,central
nrsr.sk,7,wikidata;wikidata,National Council of the Slovak Republic,central
piaristi.sk,7,wikidata;wikidata,Piarist province of Slovakia,
skgeodesy.sk,7,wikidata;wikidata,"Geodesy, Cartography and Cadastre Authority of the Slovak Republic",
snk.sk,7,wikidata;wikidata,Slovak National Library,
nsud.sk,6,wikidata,Supreme court of the Slovak Republic,
slowakei.ahk.de,6,wikidata;wikidata,German-Slovak Chamber of Industry and Commerce,
apvv.sk,4,wikidata,Slovak Research and Development Agency,
caa.sk,4,wikidata,Civil Aviation Authority of the Slovak Republic,central
dposr.sk,4,wikidata,Voluntary Fire Protection of the Slovak Republic,
egypt-embassy.sk,4,wikidata,"Embassy of Egypt, Bratislava",central
financnasprava.sk,4,wikidata,The Financial Administration of the Slovak Republic,
idsplus.sk,4,wikidata,Q137864372,
idsvychod.sk,4,wikidata,Q140907211,
iuventa.sk,4,wikidata,Slovak Youth Institute,
ja-sr.sk,4,wikidata,Judicial Academy of the Slovak Republic,
juls.savba.sk,4,wikidata,Ľudovít Štúr Institute of Linguistics,
kassa.mfa.gov.hu,4,wikidata,Consulate General of Hungary in Košice,
lesy.sk,4,wikidata,LESY Slovenskej republiky,
nczisk.sk,4,wikidata,National Health Information Center,
nssud.sk,4,wikidata,Supreme Administrative Court of the Slovak Republic,
palestineembassy.sk,4,wikidata,Embassy of the State of Palestine in Slovakia,central
pamiatky.sk,4,wikidata,The Monuments Board of the Slovak Republic,
polinst.sk,4,wikidata,Polish Institute in Bratislava,
pozsony.mfa.gov.hu,4,wikidata,Hungarian Embassy in Slovakia,central
sario.sk,4,wikidata,SARIO,
sazp.sk,4,wikidata,Slovak Environmental Agency,
sk.usembassy.gov,4,wikidata,"Embassy of the United States, Bratislava",central
slm.sk,4,wikidata,Slovenská Legálna Metrológia,
slovak.statistics.sk,4,wikidata,Statistical Office of the Slovak Republic,central
sopsr.sk,4,wikidata,State Nature Conservancy of the Slovak Republic,
ssc.sk,4,wikidata,Q18104533,
statpedu.sk,4,wikidata,National Institute for Education,
sukl.sk,4,wikidata,State Institute for Drug Control,
trencin.sk,4,wikidata,Q141104940,
trigon-consulting.sk,4,wikidata,TRIGON Consulting,
udzs-sk.sk,4,wikidata,Q18534597,
unesco.sk,4,wikidata,Slovak Commission for UNESCO,
unms.sk,4,wikidata,"Slovak Office of Standards, Metrology and Testing",
ustavnysud.sk,4,wikidata,Constitutional Court of Slovakia,central
vega.sav.sk,4,wikidata,Scientific Grant Agency of the Ministry of Education of the Slovak Republic,
vup.sk,4,wikidata,Slovak Food Research Institute,
zvjs.sk,4,wikidata,Prison and Court Guard Service,
bratislava.europarl.europa.eu,3,wikidata,European Parliament Liaison Office in Slovakia,central
bratislava.mae.ro,3,wikidata,"Embassy of Romania, Bratislava",central
bratislava.veleposlanistvo.si,3,wikidata,"Embassy of Slovenia, Bratislava",central
euro.who.int,3,wikidata,World Health Organization,
mfa.bg,3,wikidata,embassy of Bulgaria in Slovakia,central
mzv.cz,3,wikidata,"Czech Embassy, Bratislava",central
nederlandwereldwijd.nl,3,wikidata,"Dutch Embassy, Bratislava",central
norway.no,3,wikidata,Embassy of Norway in Slovakia,central
pressburg.diplo.de,3,wikidata,"Embassy of Germany, Bratislava",central
roc-taiwan.org,3,wikidata,"Taipei Representative Office, Bratislava",
sk.ambafrance.org,3,wikidata,"Embassy of France, Bratislava",central
sk.mvep.hr,3,wikidata,embassy of Croatia in Slovakia,central
slovakia.representation.ec.europa.eu,3,wikidata,European Commission Representation in Slovakia,
idsbk.sk,2,wikidata;wikidata;wikidata,Integrated Transport System in the Bratislava Region,
mfsr.sk,2,wikidata;wikidata;wikidata;wikidata,Ministry of Finance of the Slovak Republic,central
mindop.sk,2,wikidata;wikidata;wikidata;wikidata,Ministry of Transport and Construction of the Slovak Republic,central
mpsr.sk,2,wikidata;wikidata;wikidata;wikidata,Ministry of Agriculture and Rural Development of the Slovak Republic,central
