subdomain,mx
abeyaindrafil.gov.lb,none
access.cdr.gov.lb,none
achache.gov.lb,none
admin.tmo.gov.lb,none
admin2.tmo.gov.lb,none
agriculture.gov.lb,10 mail.agriculture.gov.lb.
ainebel.gov.lb,none
aineldelb.gov.lb,0 aineldelb-gov-lb.mail.protection.outlook.com.
aisd2019.army.gov.lb,none
aley.gov.lb,10 smtpin.idm.net.lb.
anteliasnaccache.gov.lb,none
antoura.gov.lb,5 alt1.aspmx.l.google.com.; 10 aspmx3.googlemail.com.; 1 aspmx.l.google.com.; 10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.
api.tmo.gov.lb,none
api2.tmo.gov.lb,none
apiovh.tmo.gov.lb,none
app.lebarmy.gov.lb,10 mailbox.lebarmy.gov.lb.
apps.finance.gov.lb,none
ar.app.lebarmy.gov.lb,none
ardeh.gov.lb,none
autodiscover.abeyaindrafil.gov.lb,none
autodiscover.achache.gov.lb,none
autodiscover.agriculture.gov.lb,none
autodiscover.aineldelb.gov.lb,none
autodiscover.antoura.gov.lb,none
autodiscover.batha.gov.lb,none
autodiscover.batroun.gov.lb,none
autodiscover.beirutairport.gov.lb,none
autodiscover.biakout.gov.lb,none
autodiscover.bourjhammoud.gov.lb,none
autodiscover.cc.gov.lb,none
autodiscover.chatine.gov.lb,none
autodiscover.councilforsouth.gov.lb,none
autodiscover.dawlati.gov.lb,none
autodiscover.dreibalawsat.gov.lb,none
autodiscover.eeway.gov.lb,none
autodiscover.finance.gov.lb,none
autodiscover.ghazir.gov.lb,none
autodiscover.greenplan.gov.lb,none
autodiscover.habbouch.gov.lb,none
autodiscover.hcp.gov.lb,none
autodiscover.jadra.gov.lb,none
autodiscover.jdeidetmarjeyoun.gov.lb,none
autodiscover.jieh.gov.lb,none
autodiscover.joureteltermos.gov.lb,none
autodiscover.kfarchima.gov.lb,none
autodiscover.khencharajouar.gov.lb,none
autodiscover.muhafazamountlebanon.gov.lb,none
autodiscover.ogero.gov.lb,none
autodiscover.urbcomfayhaa.gov.lb,none
autodiscover.womenaffairs.gov.lb,none
autodiscover.zgharta.gov.lb,none
barja.gov.lb,none
bater.gov.lb,none
batha.gov.lb,none
batlounmunicipality.gov.lb,none
batroun.gov.lb,none
bazbina.gov.lb,none
bcharri.gov.lb,none
beirutairport.gov.lb,none
beirutsummit.gov.lb,none
beta.biakout.gov.lb,none
beta.rayfoun.gov.lb,none
bh-hubcas1.ogero.gov.lb,none
biakout.gov.lb,none
bourjhammoud.gov.lb,none
bsaba.gov.lb,none
buh.gov.lb,10 mail.buh.gov.lb.
buildtechbox.saida.gov.lb,none
caa.gov.lb,0 mail.caa.gov.lb.
cc.gov.lb,none
ces.gov.lb,none
chatine.gov.lb,none
chebaa.gov.lb,none
chekka.gov.lb,none
clu.gov.lb,none
cma.gov.lb,none
cnss.gov.lb,none
collector.finance.gov.lb,none
councilforsouth.gov.lb,none
cpanel.abeyaindrafil.gov.lb,none
cpanel.achache.gov.lb,none
cpanel.aineldelb.gov.lb,none
cpanel.antoura.gov.lb,none
cpanel.barja.gov.lb,none
cpanel.bater.gov.lb,none
cpanel.batha.gov.lb,none
cpanel.batroun.gov.lb,none
cpanel.beirutairport.gov.lb,none
cpanel.biakout.gov.lb,none
cpanel.bourjhammoud.gov.lb,none
cpanel.cc.gov.lb,none
cpanel.ces.gov.lb,none
cpanel.chatine.gov.lb,none
cpanel.clu.gov.lb,none
cpanel.cma.gov.lb,none
cpanel.councilforsouth.gov.lb,none
cpanel.darelfatwa.gov.lb,none
cpanel.dguh.gov.lb,none
cpanel.dreibalawsat.gov.lb,none
cpanel.druzecourts.gov.lb,none
cpanel.eeln.gov.lb,none
cpanel.eeway.gov.lb,none
cpanel.feytroun.gov.lb,none
cpanel.fnaydek.gov.lb,none
cpanel.ghalboun.gov.lb,none
cpanel.ghazir.gov.lb,none
cpanel.greenplan.gov.lb,none
cpanel.habbouch.gov.lb,none
cpanel.hcp.gov.lb,none
cpanel.iranianembassy.gov.lb,none
cpanel.jadra.gov.lb,none
cpanel.jaleldibbkenaya.gov.lb,none
cpanel.jdeidetmarjeyoun.gov.lb,none
cpanel.jieh.gov.lb,none
cpanel.jo.pcm.gov.lb,none
cpanel.joureteltermos.gov.lb,none
cpanel.justice.gov.lb,none
cpanel.kafarmatta.gov.lb,none
cpanel.kahale.gov.lb,none
cpanel.keserwanftouhfederation.gov.lb,none
cpanel.kfarchima.gov.lb,none
cpanel.khencharajouar.gov.lb,none
cpanel.lassa.gov.lb,none
cpanel.ministryinfo.gov.lb,none
cpanel.mouwahidoundruze.gov.lb,none
cpanel.muhafazamountlebanon.gov.lb,none
cpanel.qrayeh.gov.lb,none
cpanel.rayfoun.gov.lb,none
cpanel.saida.gov.lb,none
cpanel.sinelfil.gov.lb,none
cpanel.state-security.gov.lb,none
cpanel.urbcomfayhaa.gov.lb,none
cpanel.womenaffairs.gov.lb,none
cpanel.zgharta.gov.lb,none
culture.gov.lb,none
dahiehmunicipalities.gov.lb,none
darelfatwa.gov.lb,5 mx1.stratusmail.net.; 10 mx2.stratusmail.net.
dawlati.gov.lb,10 smtpin.idm.net.lb.
dgca.gov.lb,none
dgcs.gov.lb,none
dguh.gov.lb,none
dialin.finance.gov.lb,none
digitaltransformation.gov.lb,none
digitaltransformation.omsar.gov.lb,none
dmi.gov.lb,none
download.lebarmy.gov.lb,none
dplus.greenplan.gov.lb,none
dreibalawsat.gov.lb,none
drmgis.pcm.gov.lb,none
druzecourts.gov.lb,none
economy.gov.lb,20 etrn.cyberia.net.lb.; 10 mail.economy.gov.lb.
eeln.gov.lb,none
eeway-org.eeway.gov.lb,none
eeway.gov.lb,none
email.ogero.gov.lb,none
energyandwater.gov.lb,none
enrollment.beirutsummit.gov.lb,none
eservices.finance.gov.lb,none
esu.moph.gov.lb,none
extmail.bguh.gov.lb,none
fatawa.darelfatwa.gov.lb,none
feytroun.gov.lb,none
files.kafarmatta.gov.lb,none
fnaydek.gov.lb,none
foras.greenplan.gov.lb,none
ghalboun.gov.lb,none
ghazir.gov.lb,none
ghobeiry.gov.lb,0 mail.ghobeiry.gov.lb.
git.army.gov.lb,none
gov.lb,none
greenplan.gov.lb,none
gsf-api.general-security.gov.lb,none
gsf-cms.general-security.gov.lb,none
habbouch.gov.lb,none
hadat.gov.lb,none
hajjandumrah.gov.lb,0 hajjandumrah-gov-lb.mail.protection.outlook.com.
hcp.gov.lb,none
hero.lebarmy.gov.lb,none
imap.dmi.gov.lb,none
investinlebanon.gov.lb,none
iranianembassy.gov.lb,none
jadra.gov.lb,none
jaleldibbkenaya.gov.lb,none
jbail-byblos.gov.lb,none
jdeidetmarjeyoun.gov.lb,none
jgpmo.greenplan.gov.lb,none
jieh.gov.lb,none
jo.pcm.gov.lb,none
jounieh.gov.lb,none
joureteltermos.gov.lb,none
justice.gov.lb,none
kafaraka.gov.lb,0 kafaraka.gov.lb.
kafarmatta.gov.lb,none
kahale.gov.lb,10 smtpin.idm.net.lb.
kanafar.gov.lb,none
keserwanftouhfederation.gov.lb,none
kfarchima.gov.lb,none
kfardebian.gov.lb,10 mail.kfardebian.gov.lb.
khencharajouar.gov.lb,10 mail.khencharajouar.gov.lb.
kousba.gov.lb,none
lafshield.lebarmy.gov.lb,none
lafshield2.lebarmy.gov.lb,none
lassa.gov.lb,none
lebanesearmy.gov.lb,none
lebarmy.gov.lb,none
lebsg.greenplan.gov.lb,none
lipe.lpa.gov.lb,none
lp.gov.lb,none
lpa.gov.lb,none
lpdc.gov.lb,none
lyncdiscover.finance.gov.lb,none
maarakemunicipality.gov.lb,none
mail.abeyaindrafil.gov.lb,none
mail.achache.gov.lb,none
mail.agriculture.gov.lb,none
mail.aineldelb.gov.lb,none
mail.anteliasnaccache.gov.lb,none
mail.antoura.gov.lb,none
mail.ardeh.gov.lb,none
mail.barja.gov.lb,none
mail.bater.gov.lb,none
mail.batha.gov.lb,none
mail.batroun.gov.lb,none
