field,text
country_name,"Republic of Latvia"
government_type,"parliamentary republic"
capital,"Riga"
chief_of_state,"President Edgars RINKEVICS (since 8 July 2023)"
head_of_government,"Prime Minister Evika SILINA (since 15 September 2023)"
judicial_highest_courts,"Supreme Court (consists of the Senate with 36 judges); Constitutional Court (consists of 7 judges)"
constitution_history,"several previous (pre-1991 independence); after independence was restored in 1991, parts of the 1922 constitution were reintroduced on 4 May 1990 and fully reintroduced on 6 July 1993"
