type,label,website,hostname
ministry,"Home Department","https://home.gujarat.gov.in",home.gujarat.gov.in
ministry,"Ministry of Agriculture and Farmers' Welfare","https://agricoop.gov.in/",agricoop.gov.in
ministry,"Ministry of Marathi Language","https://marathi.gov.in/",marathi.gov.in
ministry,"Ministry of Defence","https://mod.gov.in/",mod.gov.in
ministry,"Ministry of Labour and Employment","http://labour.nic.in",labour.nic.in
ministry,"Ministry of Education","https://www.education.gov.in",education.gov.in
ministry,"Ministry of Health and Family Welfare","https://www.mohfw.gov.in/",mohfw.gov.in
ministry,"Ministry of Culture","http://www.indiaculture.nic.in/",indiaculture.nic.in
ministry,"Ministry of Fisheries, Animal Husbandry and Dairying","https://www.dahd.nic.in/",dahd.nic.in
ministry,"Ministry of Fisheries, Animal Husbandry and Dairying","https://www.dahd.nic.in/hi",dahd.nic.in
ministry,"Prime Minister's Office","http://www.pmindia.gov.in",pmindia.gov.in
ministry,"Ministry of Electronics and Information Technology","http://meity.gov.in/",meity.gov.in
ministry,"Ministry of Heavy Industries","https://heavyindustries.gov.in/",heavyindustries.gov.in
ministry,"Health and Family Welfare Department","https://gujhealth.gujarat.gov.in",gujhealth.gujarat.gov.in
ministry,"Agriculture, Farmers Welfare and Co-operation Department","https://agri.gujarat.gov.in",agri.gujarat.gov.in
ministry,"Climate Change Department","https://ccd.gujarat.gov.in",ccd.gujarat.gov.in
ministry,"Education Department","https://gujarat-education.gov.in",gujarat-education.gov.in
ministry,"Energy and Petrochemicals Department","https://guj-epd.gujarat.gov.in",guj-epd.gujarat.gov.in
ministry,"Finance Department","https://financedepartment.gujarat.gov.in",financedepartment.gujarat.gov.in
ministry,"Food, Civil Supplies and Consumer Affairs Department","https://fcsca.gujarat.gov.in",fcsca.gujarat.gov.in
ministry,"Forests and Environment Department","https://fed.gujarat.gov.in",fed.gujarat.gov.in
ministry,"General Administration Department","https://gad.gujarat.gov.in",gad.gujarat.gov.in
ministry,"Industries and Mines Department","https://imd.gujarat.gov.in",imd.gujarat.gov.in
ministry,"Information Department","https://gujaratinformation.gujarat.gov.in",gujaratinformation.gujarat.gov.in
ministry,"Labour, Skill Development and Employment Department","https://labour.gujarat.gov.in",labour.gujarat.gov.in
ministry,"Legal Department","https://legal.gujarat.gov.in",legal.gujarat.gov.in
ministry,"Narmada and Water Resources, Water Supply and Kalpsar Department","https://guj-nwrws.gujarat.gov.in",guj-nwrws.gujarat.gov.in
ministry,"Panchayat, Rural Housing and Rural Development Department","https://panchayat.gujarat.gov.in",panchayat.gujarat.gov.in
ministry,"Ports and Transport Department","https://pnt.gujarat.gov.in",pnt.gujarat.gov.in
ministry,"Revenue Department","https://revenuedepartment.gujarat.gov.in",revenuedepartment.gujarat.gov.in
ministry,"Roads and Buildings Department","https://rnbgujarat.org",rnbgujarat.org
ministry,"Science and Technology Department","https://dst.gujarat.gov.in",dst.gujarat.gov.in
ministry,"Social Justice and Empowerment Department","https://sje.gujarat.gov.in",sje.gujarat.gov.in
ministry,"Sports, Youth and Cultural Activities Department","https://sycd.gujarat.gov.in",sycd.gujarat.gov.in
ministry,"Tribal Development Department","https://tribal.gujarat.gov.in",tribal.gujarat.gov.in
ministry,"Urban Development and Urban Housing Department","https://udd.gujarat.gov.in",udd.gujarat.gov.in
ministry,"Women and Child Development Department","https://wcd.gujarat.gov.in",wcd.gujarat.gov.in
ministry,"Ministry of Home Affairs","https://गृहमंत्रालय.सरकार.भारत/en",गृहमंत्रालय.सरकार.भारत
ministry,"Ministry of Road Transport and Highways","https://morth.nic.in",morth.nic.in
ministry,"Ministry of Tribal Affairs","http://www.tribal.nic.in",tribal.nic.in
ministry,"Ministry of Information and Broadcasting","https://mib.gov.in/",mib.gov.in
ministry,"Ministry of Cooperation","https://cooperation.gov.in/",cooperation.gov.in
ministry,"Ministry of Law and Justice","https://lawmin.gov.in",lawmin.gov.in
ministry,"Ministry of Tourism","http://tourism.gov.in/",tourism.gov.in
ministry,"Ministry of External Affairs","https://www.mea.gov.in/",mea.gov.in
ministry,"Ministry of Communications and Information Technology","http://www.mit.gov.in/",mit.gov.in
ministry,"Ministry of Women and Child Development","http://www.wcd.nic.in/",wcd.nic.in
ministry,"Ministry of Textiles","http://ministryoftextiles.gov.in/",ministryoftextiles.gov.in
ministry,"Ministry of Railways","http://www.indianrailways.gov.in",indianrailways.gov.in
ministry,"Ministry of Civil Aviation","http://www.civilaviation.gov.in/",civilaviation.gov.in
ministry,"Ministry of Skill Development and Entrepreneurship","https://www.msde.gov.in/",msde.gov.in
ministry,"Ministry of Finance of India","http://finmin.nic.in/",finmin.nic.in
ministry,"Ministry of Parliamentary Affairs","http://mpa.nic.in",mpa.nic.in
ministry,"Ministry of AYUSH","http://ayush.gov.in/",ayush.gov.in
ministry,"Ministry of AYUSH","https://main.ayush.gov.in/",main.ayush.gov.in
ministry,"Ministry of Chemicals and Fertilizers","http://chemicals.nic.in",chemicals.nic.in
ministry,"Ministry of Steel","http://steel.nic.in",steel.nic.in
ministry,"Ministry of Housing and Urban Affairs","http://moud.gov.in/",moud.gov.in
ministry,"Ministry of Housing and Urban Poverty Alleviation","http://mhupa.gov.in/index.htm",mhupa.gov.in
ministry,"Ministry of Earth Sciences","http://moes.gov.in/",moes.gov.in
ministry,"Ministry of Personnel, Public Grievances and Pensions","http://persmin.gov.in",persmin.gov.in
ministry,"Ministry of Petroleum and Natural Gas","http://petroleum.nic.in",petroleum.nic.in
ministry,"Ministry of New and Renewable Energy","http://www.mnre.gov.in/",mnre.gov.in
ministry,"Ministry of Food Processing Industries","http://www.mofpi.nic.in",mofpi.nic.in
ministry,"Ministry of Minority Affairs","http://www.minorityaffairs.gov.in/",minorityaffairs.gov.in
ministry,"Ministry of Micro, Small and Medium Enterprises","http://msme.gov.in/mob/home.aspx",msme.gov.in
ministry,"Ministry of Corporate Affairs","http://www.mca.gov.in/",mca.gov.in
ministry,"Ministry of Development of North Eastern Region","http://mdoner.gov.in/",mdoner.gov.in
ministry,"Ministry of Youth Affairs and Sports","http://yas.nic.in",yas.nic.in
ministry,"Ministry of Social Justice and Empowerment","http://socialjustice.nic.in/",socialjustice.nic.in
ministry,"Ministry of Panchayati Raj","https://panchayat.gov.in",panchayat.gov.in
ministry,"Ministry of Statistics and Programme Implementation","http://mospi.gov.in/",mospi.gov.in
ministry,"Ministry of Ports, Shipping and Waterways","http://shipping.nic.in/",shipping.nic.in
ministry,"Ministry of Commerce and Industry (India)","https://commerce.gov.in/",commerce.gov.in
ministry,"Ministry of Power","http://powermin.nic.in",powermin.nic.in
ministry,"Ministry of Heavy Industries and Public Enterprises","https://dhi.nic.in/",dhi.nic.in
ministry,"Ministry of Parliamentary Affairs","http://mpa.nic.in",mpa.nic.in
ministry,"Ministry of Jal Shakti","https://jalshakti.gov.in/",jalshakti.gov.in
ministry,"Department of Economic and Statistical Analysis","http://esaharyana.gov.in/",esaharyana.gov.in
ministry,"Ministry of Mines","http://mpa.nic.in",mpa.nic.in
ministry,"Ministry of Environment, Forest and Climate Change","http://www.moef.gov.in/",moef.gov.in
ministry,"Ministry of Consumer Affairs, Food and Public Distribution","https://consumeraffairs.nic.in",consumeraffairs.nic.in
