subdomain,parent_domain,http_status,mx
3c.govern.ad,govern.ad,301,none
acces-ec.govern.ad,govern.ad,SSL certificate problem: unable to get local issuer certificate,none
admwifi1.local.govern.ad,govern.ad,Could not resolve host: admwifi1.local.govern.ad,none
admwifi2.local.govern.ad,govern.ad,Could not resolve host: admwifi2.local.govern.ad,none
aeoi-pre.govern.ad,govern.ad,200,none
aeoi.govern.ad,govern.ad,200,none
ajudeseo.govern.ad,govern.ad,200,none
alertes.govern.ad,govern.ad,200,none
api.bip.govern.ad,govern.ad,"OpenSSL SSL_read: OpenSSL/3.5.3: error:0A00045C:SSL routines::tlsv13 alert certificate required, errno 0",none
aplicacions.govern.ad,govern.ad,200,none
appnotes.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
asterix.govern.ad,govern.ad,SSL certificate problem: unable to get local issuer certificate,none
atol.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
autenticacio-cert.govern.ad,govern.ad,404,none
autenticacio.ec.govern.ad,govern.ad,SSL certificate problem: certificate has expired,none
autenticacio.govern.ad,govern.ad,404,none
authwifi1.local.govern.ad,govern.ad,Could not resolve host: authwifi1.local.govern.ad,none
authwifi2.local.govern.ad,govern.ad,Could not resolve host: authwifi2.local.govern.ad,none
backoffice.govern.ad,govern.ad,200,none
certcambra.govern.ad,govern.ad,302,none
certgovern.govern.ad,govern.ad,302,none
certificat.govern.ad,govern.ad,302,none
cita.govern.ad,govern.ad,302,none
citaprevia.govern.ad,govern.ad,Could not resolve host: citaprevia.govern.ad,none
citapreviaat.govern.ad,govern.ad,Could not resolve host: citapreviaat.govern.ad,none
cnac.govern.ad,govern.ad,403,none
collabora.govern.ad,govern.ad,200,none
consell.ec.govern.ad,govern.ad,SSL certificate problem: certificate has expired,none
contractacio.govern.ad,govern.ad,302,none
coronavirus.govern.ad,govern.ad,301,10 inbound-smtp.eu-west-1.amazonaws.com.; 30 34.240.111.60.; 40 34.250.163.65.; 20 52.49.70.88.
correu.govern.ad,govern.ad,301,none
covid19.govern.ad,govern.ad,200,none
crtf2.govern.ad,govern.ad,200,none
csu.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
documents-ec.govern.ad,govern.ad,Could not resolve host: documents-ec.govern.ad,none
documents.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
duana.govern.ad,govern.ad,301,none
ec.govern.ad,govern.ad,Could not resolve host: ec.govern.ad,none
empleat.govern.ad,govern.ad,200,none
enquesta.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
eosweb.govern.ad,govern.ad,403,none
escriptorivirtual.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
espai.ec.govern.ad,govern.ad,Could not resolve host: espai.ec.govern.ad,none
espai.govern.ad,govern.ad,503,none
estacionsrius.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
estadistiquesvisuals.govern.ad,govern.ad,SSL: no alternative certificate subject name matches target hostname 'estadistiquesvisuals.govern.ad',none
examenconduir.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
examenconduiralt.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
examenconduirpre.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
fitxers.govern.ad,govern.ad,200,none
formaciosefp.govern.ad,govern.ad,SSL: no alternative certificate subject name matches target hostname 'formaciosefp.govern.ad',none
fotodenuncies.govern.ad,govern.ad,302,none
ftpaeoi.govern.ad,govern.ad,200,none
funciopublica.govern.ad,govern.ad,Could not resolve host: funciopublica.govern.ad,none
geolidar360.govern.ad,govern.ad,302,none
gesdoc.ec.govern.ad,govern.ad,Could not resolve host: gesdoc.ec.govern.ad,none
gestioduana.govern.ad,govern.ad,Could not resolve host: gestioduana.govern.ad,none
govern.ad,govern.ad,404,none
habitabilitat.govern.ad,govern.ad,Could not resolve host: habitabilitat.govern.ad,none
icorreu.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
identitat-pre-cert.govern.ad,govern.ad,404,none
identitat-pre.govern.ad,govern.ad,404,none
intercanvi.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
intranet.govern.ad,govern.ad,Could not resolve host: intranet.govern.ad,none
ipc.govern.ad,govern.ad,Could not resolve host: ipc.govern.ad,none
isi.govern.ad,govern.ad,200,none
itctributs.govern.ad,govern.ad,Could not resolve host: itctributs.govern.ad,none
licitacio.govern.ad,govern.ad,Could not resolve host: licitacio.govern.ad,none
link.ec.govern.ad,govern.ad,SSL certificate problem: certificate has expired,none
llacs1.local.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
llacs2.local.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
local.govern.ad,govern.ad,Could not resolve host: local.govern.ad,none
mdm.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
miltemp.govern.ad,govern.ad,403,none
ministres.govern.ad,govern.ad,200,none
ministres2.govern.ad,govern.ad,SSL certificate problem: unable to get local issuer certificate,none
missatgeria.govern.ad,govern.ad,301,none
notesgovern.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
obsmet.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
oficinaduana.govern.ad,govern.ad,302,none
outsystems-d1.local.govern.ad,govern.ad,TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure,none
outsystems-t1.local.govern.ad,govern.ad,TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure,none
ovac.govern.ad,govern.ad,200,none
percanela.govern.ad,govern.ad,Could not resolve host: percanela.govern.ad,none
pki.govern.ad,govern.ad,Could not resolve host: pki.govern.ad,none
portalfp.govern.ad,govern.ad,302,none
portalfp2.govern.ad,govern.ad,Could not resolve host: portalfp2.govern.ad,none
portasignatures.govern.ad,govern.ad,Could not resolve host: portasignatures.govern.ad,none
preduana.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
premediambient.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
quotes.govern.ad,govern.ad,200,none
ra.govern.ad,govern.ad,Could not resolve host: ra.govern.ad,none
rac.govern.ad,govern.ad,302,none
repositori.govern.ad,govern.ad,Connection timed out after 3001 milliseconds,none
reunio.ec.govern.ad,govern.ad,SSL certificate problem: certificate has expired,none
reunio.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
reunions.govern.ad,govern.ad,Could not resolve host: reunions.govern.ad,none
roat.govern.ad,govern.ad,301,none
sad.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
sadaigua.govern.ad,govern.ad,Could not resolve host: sadaigua.govern.ad,none
salut.govern.ad,govern.ad,Could not resolve host: salut.govern.ad,none
saptstdb.govern.ad,govern.ad,Could not resolve host: saptstdb.govern.ad,none
serveistic-pre.suport.govern.ad,govern.ad,302,none
serveistic.govern.ad,govern.ad,Could not resolve host: serveistic.govern.ad,none
serveistic.suport.govern.ad,govern.ad,302,none
serveisweb.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
sig.govern.ad,govern.ad,Could not resolve host: sig.govern.ad,none
signatura.govern.ad,govern.ad,302,none
signaturaelectronica.govern.ad,govern.ad,SSL certificate problem: unable to get local issuer certificate,none
signaturatercers.govern.ad,govern.ad,Connection timed out after 3002 milliseconds,none
sima.govern.ad,govern.ad,Could not resolve host: sima.govern.ad,none
sincro.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
solucions.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
test-cartografia.govern.ad,govern.ad,Could not resolve host: test-cartografia.govern.ad,none
testduana.govern.ad,govern.ad,301,none
tpv.govern.ad,govern.ad,SSL certificate problem: unable to get local issuer certificate,none
tramits.govern.ad,govern.ad,301,none
trmelec.govern.ad,govern.ad,SSL certificate problem: self-signed certificate,none
tsl.govern.ad,govern.ad,Could not resolve host: tsl.govern.ad,none
