field,text
country_name,"Republic of Rwanda"
government_type,"presidential republic"
capital,"Kigali"
chief_of_state,"President Paul KAGAME (since 22 April 2000)"
head_of_government,"Prime Minister Justin NSENGIYUMVA (since 23 July 2025)"
judicial_highest_courts,"Supreme Court (consists of the chief and deputy chief justices and 5 judges; normally organized into 3-judge panels); High Court (consists of the court president, vice president, and a minimum of 24 judges and organized into 5 chambers)"
constitution_history,"several previous; latest adopted by referendum 26 May 2003, effective 4 June 2003"
