hostname,score,sources,label,level,http_status,mx
kna.kw,7,wikidata;wikidata,National Assembly of Kuwait,central,302,0 kna-kw.mail.protection.outlook.com.
moe.edu.kw,7,wikidata;wikidata,Ministry of Education,central,200,10 moe-edu-kw.mail.protection.outlook.com.
mohe.edu.kw,7,wikidata;wikidata,Ministry of Higher Education,central,200,0 mohe-edu-kw.mail.protection.outlook.com.
csc.net.kw,4,wikidata,Civil Service Council,,ConnectException,none
epa.org.kw,4,wikidata,Environment Public Authority,central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching epa.org.kw found.,0 epa-org-kw.mail.protection.outlook.com.
kuna.net.kw,4,wikidata,Kuwait News Agency,,ConnectException,0 kuna-net-kw.in.tmes-sg.trendmicro.com.
kuvait.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Kuwait",,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
sp.mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Kuwait",central,ConnectException,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to Kuwait,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
ghanaembassy-kuwait.com,3,wikidata,embassy of Ghana in Kuwait,central,ConnectException,none
kgoc.com,3,wikidata,Kuwait Gulf Oil Company,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 mx1.hc48415.c3s2.iphmx.com.; 5 mx2.hc48415.c3s2.iphmx.com.
kuwait.diplo.de,3,wikidata,"Embassy of Germany, Kuwait",central,200,10 mx1.bund.de.; 10 mx2.bund.de.
kuwait.mid.ru,3,wikidata,embassy of Russia in Kuwait,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
kuweit.mae.ro,3,wikidata,embassy of Romania in Kuwait,central,ConnectException,none
kw.ambafrance.org,3,wikidata,"Embassy of France, Kuwait City",central,301,none
malawigulf.com,3,wikidata,embassy of Malawi in Kuwait,central,200,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
mfa.bg,3,wikidata,embassy of Bulgaria in Kuwait,central,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,3,wikidata,embassy of Greece in Kuwait,central,403,10 mailhost.mfa.gr.
mzv.cz,3,wikidata,embassy of the Czech republic in Kuwait,central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,3,wikidata,embassy of Slovakia in Kuwait,central,301,10 mail.gov.sk.
roc-taiwan.org,3,wikidata,Taipei Commercial Representative Office in the State of Kuwait,,302,none
