qid,label
Q158087,Chattogram Division
Q19594930,Mymensingh Division
Q330158,Dhaka Division
Q379382,Rajshahi Division
Q459723,Barisal Division
Q459732,Sylhet Division
Q501696,Khulna Division
Q876023,Rangpur Division
