hostname,score,sources,label,level
costech.or.tz,7,wikidata;wikidata,Animal Diseases Research Institute | Tanzania Commission for Science and Technology,
cedha.ac.tz,4,wikidata,Centre for Educational Development in Health Arusha,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Dar es Salam",central
nemc.or.tz,4,wikidata,National Environment Management Council,
temdo.or.tz,4,wikidata,Tanzania Engineering and Manufacturing Design Organization,
tlsb.or.tz,4,wikidata,Tanzania Library Services Board,
tz.usembassy.gov,4,wikidata,"Embassy of the United States, Dar es Salaam",central
bot-tz.org,3,wikidata,Bank of Tanzania,
daressalam.diplo.de,3,wikidata,"Embassy of Germany, Dar es Salaam",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Tanzania,
finlandabroad.fi,3,wikidata,embassy of Finland in Tanzania,central
norway.no,3,wikidata,"Embassy of Norway, Dar es Salaam",central
pastoralwomenscouncil.org,3,wikidata,Pastoral Women's Council,
seamic.org,3,wikidata,African Minerals and Geosciences Centre,
swedenabroad.se,3,wikidata,"Embassy of Sweden, Dar es Salaam",central
tafiri.weebly.com,3,wikidata,Tanzania Fisheries Research Institute,
tanzania.mid.ru,3,wikidata,"Embassy of Russia, Dar es Salaam",central
tanzania.um.dk,3,wikidata,embassy of Denmark in Tanzania,central
tz.ambafrance.org,3,wikidata,"Embassy of France, Dar es Salaam",central
tz.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Dar es Salaam",central
