hostname,score,sources,label,level
nm-aist.ac.tz,4,wikidata,Nelson Mandela African Institution of Science and Technology,university
out.ac.tz,4,wikidata,The Open University of Tanzania,university
suza.ac.tz,4,wikidata,State University of Zanzibar,university
udom.ac.tz,4,wikidata,University of Dodoma,university
udsm.ac.tz,4,wikidata,University of Dar es Salaam,university
eala.org,3,wikidata,East African Legislative Assembly,local
