field,text
country_name,"Republic of the Marshall Islands"
government_type,"mixed presidential-parliamentary system in free association with the US"
capital,"Majuro"
chief_of_state,"President Hilda C. HEINE (since 3 January 2023)"
head_of_government,"President Hilda C. HEINE (since 3 January 2023)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and 2 associate justices)"
constitution_history,"effective 1 May 1979"
