subdomain,http_status,mx
311.gob.pa,Resolving timed out after 3000 milliseconds,dig error
6546.lcl.fr.dicine.gob.pa,Resolving timed out after 3000 milliseconds,dig error
aaud.gob.pa,Resolving timed out after 3000 milliseconds,5 mail.aaud.gob.pa.; 10 correo.aaud.gob.pa.; 2 aaud-gob-pa.mail.protection.outlook.com.
academiaantai.gob.pa,Could not resolve host: academiaantai.gob.pa,none
academiavirtualdnc.mef.gob.pa,200,none
acodeco.gob.pa,Resolving timed out after 3000 milliseconds,dig error
acreditaciones.presidencia.gob.pa,Connection timed out after 3002 milliseconds,none
admincwms.dominio.mici.gob.pa,Could not resolve host: admincwms.dominio.mici.gob.pa,dig error
adsoenlinea.gob.pa,Resolving timed out after 3000 milliseconds,none
aeronautica.gob.pa,200,0 aeronautica-gob-pa.mail.protection.outlook.com.
aeronaval.gob.pa,Resolving timed out after 3000 milliseconds,20 correo1.rnms.gob.pa.; 0 correo2.rnms.gob.pa.
ambiente.mupa.gob.pa,200,none
amp.gob.pa,301,0 asma.amp.gob.pa.
ampyme.gob.pa,Recv failure: Connexion ré-initialisée par le correspondant,dig error
ana.gob.pa,Operation timed out after 3002 milliseconds with 0 bytes received,30 hybrid.ana.gob.pa.; 10 fortimail.ana.gob.pa.; 20 ana-gob-pa.mail.protection.outlook.com.
anam.gob.pa,SSL certificate problem: self-signed certificate,none
anati.gob.pa,200,30 correo2.rnms.gob.pa.; 20 correo1.rnms.gob.pa.
anonymous.transito.gob.pa,SSL: no alternative certificate subject name matches target hostname 'anonymous.transito.gob.pa',none
antai.gob.pa,Recv failure: Connexion ré-initialisée par le correspondant,20 alt1.us.email.fireeyecloud.com.; 40 alt3.us.email.fireeyecloud.com.; 10 primary.us.email.fireeyecloud.com.; 30 alt2.us.email.fireeyecloud.com.
antispam.miambiente.gob.pa,Resolving timed out after 3000 milliseconds,none
aplicaciones.asep.gob.pa,Connection timed out after 3001 milliseconds,none
app.organojudicial.gob.pa,Connection timed out after 3001 milliseconds,none
app1.transito.gob.pa,Connection timed out after 3002 milliseconds,none
appwebs.minsa.gob.pa,Connection timed out after 3002 milliseconds,none
arap.gob.pa,Operation timed out after 3001 milliseconds with 0 bytes received,0 correo2.rnms.gob.pa.; 10 correo1.rnms.gob.pa.
arcgis.aeronautica.gob.pa,200,none
archinix.bda.gob.pa,Resolving timed out after 3000 milliseconds,dig error
areasrevertidas.mef.gob.pa,Operation timed out after 3000 milliseconds with 0 bytes received,none
asamblea.gob.pa,200,10 mail.asamblea.gob.pa.
asep.gob.pa,200,10 mail.asep.gob.pa.
aslsrvpex01.asamblea.gob.pa,Could not resolve host: aslsrvpex01.asamblea.gob.pa,none
aslsrvpex02.asamblea.gob.pa,Could not resolve host: aslsrvpex02.asamblea.gob.pa,none
at03.sbancos.gob.pa,Could not resolve host: at03.sbancos.gob.pa,none
at06.sbancos.gob.pa,403,none
atencion.mupa.gob.pa,200,none
atlapa.gob.pa,200,dig error
atp.gob.pa,Resolving timed out after 3000 milliseconds,0 correo2.rnms.gob.pa.; 10 correo1.rnms.gob.pa.
aupsa.gob.pa,Resolving timed out after 3000 milliseconds,dig error
autodiscover.acodeco.gob.pa,301,none
autodiscover.aeronautica.gob.pa,Failed to connect to autodiscover.aeronautica.gob.pa port 443 after 588 ms: Could not connect to server,none
autodiscover.ana.gob.pa,Failed to connect to autodiscover.ana.gob.pa port 443 after 348 ms: Could not connect to server,none
autodiscover.anam.gob.pa,Could not resolve host: autodiscover.anam.gob.pa,none
autodiscover.anip.gob.pa,Resolving timed out after 3001 milliseconds,dig error
autodiscover.asamblea.gob.pa,302,none
autodiscover.asep.gob.pa,302,none
autodiscover.atp.gob.pa,Resolving timed out after 3000 milliseconds,none
autodiscover.bda.gob.pa,Connection timed out after 3000 milliseconds,dig error
autodiscover.cetippat.gob.pa,Resolving timed out after 3000 milliseconds,dig error
