subdomain,mx
ab.gov.ag,0 ab-gov-ag.mail.protection.outlook.com.
abs.gov.ag,none
absez.gov.ag,none
admin.socialsecurity.gov.ag,none
adoms.gov.ag,none
adoms.gov.ag.192-199-240-235.cpanel.site,none
agentportal.cip.gov.ag,none
alert.metoffice.gov.ag,none
analytics.genderaffairs.gov.ag,none
antiguaandbarbudaspecialeconomiczone.gov.ag,none
antispam.fsrc.gov.ag,none
api.genderaffairs.gov.ag,none
api.plantprotection.gov.ag,none
app.customs.gov.ag,none
app.plantprotection.gov.ag,none
audit.gov.ag,none
autodiscover.fsrc.gov.ag,none
autodiscover.mbs.gov.ag,none
autodsicover.mbs.gov.ag,none
bitwarden.fsrc.gov.ag,none
bod.fsrc.gov.ag,none
cip.gov.ag,10 mail.cip.gov.ag.
ciubw.cip.gov.ag,none
ciusynas.cip.gov.ag,none
climateriskmap.environment.gov.ag,none
consumeraffairs.gov.ag,none
cosmos.customs.gov.ag,none
cosmosa.customs.gov.ag,none
counsellors.education.gov.ag,none
cpanel.adoms.gov.ag,none
cpanel.socialsecurity.gov.ag,none
cpcalendars.adoms.gov.ag,none
cpcalendars.socialsecurity.gov.ag,none
cpcontacts.adoms.gov.ag,none
cpcontacts.socialsecurity.gov.ag,none
customs.gov.ag,20 mail.customs.gov.ag.
database.genderaffairs.gov.ag,none
docusign.cip.gov.ag,none
ecbs.health.gov.ag,none
efile.abipco.gov.ag,none
efile.socialsecurity.gov.ag,none
enps.abs.gov.ag,none
environment.gov.ag,none
eregistry.abipco.gov.ag,none
eregistry.fsrc.gov.ag,none
eservices.abipco.gov.ag,none
eservicesapi.abipco.gov.ag,none
evisa.immigration.gov.ag,none
fsrc.gov.ag,1 mail.fsrc.gov.ag.
genderaffairs.gov.ag,20 mxa.mailgun.org.; 20 mxb.mailgun.org.
gov.ag,10 mail.gov.ag.
health.gov.ag,none
healthservices.gov.ag,20 Smaserv.eastus.cloudapp.azure.com.
ibps5.cip.gov.ag,none
ifms.gov.ag,20 mail.itcenter.gov.ag.
ird.gov.ag,0 ird-gov-ag.mail.protection.outlook.com.; 20 mail.ird.gov.ag.
itcenter.gov.ag,20 mail.itcenter.gov.ag.
lands.gov.ag,none
learncbs.health.gov.ag,none
mail.adoms.gov.ag,none
mail.cip.gov.ag,none
mail.fsrc.gov.ag,none
mail.mbs.gov.ag,none
mail.socialsecurity.gov.ag,none
mail.solidwaste.gov.ag,none
mbs-email.mbs.gov.ag,none
mbs-mailedge.mbs.gov.ag,none
mbs-mailsrv.mbs.gov.ag,none
mbs-xchange.mbs.gov.ag,none
mbs-xchangeedge.mbs.gov.ag,none
mbs-xchangemail.mbs.gov.ag,none
mbs.gov.ag,none
mca.gov.ag,none
mcii.gov.ag,none
msw.gov.ag,none
ndctracker.environment.gov.ag,none
neis.environment.gov.ag,none
nri.environment.gov.ag,none
ondcp.gov.ag,none
opm.gov.ag,none
osec.gov.ag,none
owa.fsrc.gov.ag,none
portal.customs.gov.ag,none
portal.ird.gov.ag,none
portala.customs.gov.ag,none
portclear.gov.ag,none
registry.environment.gov.ag,none
remlit.environment.gov.ag,none
reporting.genderaffairs.gov.ag,none
socialsecurity.gov.ag,none
specialeconomiczone.gov.ag,none
statistics.genderaffairs.gov.ag,none
telecom.gov.ag,none
test.absez.gov.ag,none
webdisk.adoms.gov.ag,none
webdisk.socialsecurity.gov.ag,none
webmail.adoms.gov.ag,none
webmail.socialsecurity.gov.ag,none
www.abipco.gov.ag,none
www.abs.gov.ag,none
www.absez.gov.ag,none
www.adoms.gov.ag,none
www.adoms.gov.ag.192-199-240-235.cpanel.site,none
www.agentportal.cip.gov.ag,none
www.antiguaandbarbudaspecialeconomiczone.gov.ag,none
www.audit.gov.ag,none
www.cip.gov.ag,none
www.consumeraffairs.gov.ag,none
www.counsellors.education.gov.ag,none
www.covid19.gov.ag,none
www.customs.gov.ag,none
www.docusign.cip.gov.ag,none
www.enps.abs.gov.ag,none
www.environment.gov.ag,none
www.evisa.immigration.gov.ag,none
www.fsrc.gov.ag,none
www.genderaffairs.gov.ag,none
www.health.gov.ag,none
www.healthservices.gov.ag,none
www.ifms.gov.ag,none
www.lands.gov.ag,none
www.mbs.gov.ag,none
www.mcii.gov.ag,none
www.neis.environment.gov.ag,none
www.nri.environment.gov.ag,none
www.opm.gov.ag,none
www.osec.gov.ag,none
www.portal.customs.gov.ag,none
www.portal.ird.gov.ag,none
www.portclear.gov.ag,none
www.registry.environment.gov.ag,none
www.socialsecurity.gov.ag,none
www.specialeconomiczone.gov.ag,none
