type,label,website,hostname
ministry,"Secretariat for Economy and Finance","https://www.gsef.gov.mo/",gsef.gov.mo
ministry,"Hospital Conde S. Januário","https://www.ssm.gov.mo/Portal/portal.aspx?lang=pt",ssm.gov.mo
ministry,"Housing Bureau","https://www.ihm.gov.mo/",ihm.gov.mo
ministry,"Housing Bureau","https://www.ihm.gov.mo/pt/",ihm.gov.mo
ministry,"Housing Bureau","https://www.ihm.gov.mo/zh/",ihm.gov.mo
ministry,"Cultural Affairs Bureau","https://www.icm.gov.mo/",icm.gov.mo
ministry,"Government Printing Bureau","http://pt.io.gov.mo/",pt.io.gov.mo
ministry,"Government Printing Bureau","http://www.imprensa.macau.gov.mo/",imprensa.macau.gov.mo
ministry,"Culture, Sports and Tourism Bureau","https://www.cstb.gov.hk/",cstb.gov.hk
ministry,"Health Bureau","https://www.healthbureau.gov.hk/",healthbureau.gov.hk
ministry,"Innovation, Technology and lndustry Bureau","https://www.itib.gov.hk/",itib.gov.hk
ministry,"Transport and Logistics Bureau","https://www.tlb.gov.hk/",tlb.gov.hk
ministry,"Home and Youth Affairs Bureau","https://www.hyab.gov.hk/",hyab.gov.hk
ministry,"Judiciary Police","https://www.pj.gov.mo/",pj.gov.mo
ministry,"Macao Government Tourism Office","https://www.macaotourism.gov.mo/",macaotourism.gov.mo
ministry,"Education Bureau","http://www.edb.gov.hk",edb.gov.hk
ministry,"Constitutional and Mainland Affairs Bureau","https://www.cmab.gov.hk/",cmab.gov.hk
ministry,"Civil Service Bureau","https://www.csb.gov.hk/",csb.gov.hk
ministry,"Transport and Housing Bureau","http://www.thb.gov.hk/",thb.gov.hk
ministry,"Cartography and Cadastre Bureau","https://www.dscc.gov.mo/",dscc.gov.mo
ministry,"Cartography and Cadastre Bureau","https://www.dscc.gov.mo/en/home.html",dscc.gov.mo
ministry,"Cartography and Cadastre Bureau","https://www.dscc.gov.mo/pt/home.html",dscc.gov.mo
ministry,"Cartography and Cadastre Bureau","https://www.dscc.gov.mo/zh-hant/home.html",dscc.gov.mo
ministry,"Civic and Municipal Affairs Bureau","http://www.iacm.gov.mo",iacm.gov.mo
ministry,"Transport Bureau","http://www.dsat.gov.mo",dsat.gov.mo
ministry,"Labour and Welfare Bureau","https://www.lwb.gov.hk/",lwb.gov.hk
ministry,"Office of the Macau Special Administrative Region in Beijing","http://www.draemp.gov.mo",draemp.gov.mo
ministry,"Marine and Water Bureau","https://www.marine.gov.mo/",marine.gov.mo
ministry,"Macao Foundation","https://www.fmac.org.mo/",fmac.org.mo
ministry,"Macao Foundation","https://www.fmac.org.mo/pt/",fmac.org.mo
ministry,"Public Security Police Force","https://www.fsm.gov.mo",fsm.gov.mo
ministry,"Commerce and Economic Development Bureau","https://www.cedb.gov.hk",cedb.gov.hk
ministry,"Security Bureau","https://www.sb.gov.hk/",sb.gov.hk
ministry,"Financial Services and the Treasury Bureau","https://www.fstb.gov.hk",fstb.gov.hk
ministry,"Development Bureau","https://www.devb.gov.hk",devb.gov.hk
ministry,"Direcção dos Serviços de Obras Públicas","https://www.dsop.gov.mo",dsop.gov.mo
ministry,"Direcção dos Serviços de Obras Públicas","https://www.dsop.gov.mo/index.html",dsop.gov.mo
ministry,"Direcção dos Serviços de Obras Públicas","https://www.dsop.gov.mo/pt/index.html",dsop.gov.mo
ministry,"Macao Meteorological and Geophysical Bureau","https://www.smg.gov.mo",smg.gov.mo
ministry,"Environment and Ecology Bureau, the government of the Hong Kong Administrative Region of the People's Republic of China","https://www.eeb.gov.hk/",eeb.gov.hk
ministry,"Monetary Authority of Macao","http://amcm.macau.gov.mo/",amcm.macau.gov.mo
ministry,"Monetary Authority of Macao","http://www.amcm.gov.mo",amcm.gov.mo
ministry,"Health Bureau","https://www.ssm.gov.mo/",ssm.gov.mo
ministry,"Fire Services Bureau","https://www.fsm.gov.mo/cb/",fsm.gov.mo
ministry,"Fire Services Bureau","https://www.fsm.gov.mo/cb/pt",fsm.gov.mo
ministry,"Escola Superior das Forças de Segurança de Macau","https://www.fsm.gov.mo/esfsm",fsm.gov.mo
ministry,"Civil Aviation Authority of Macau","http://www.aacm.gov.mo",aacm.gov.mo
ministry,"Commission Against Corruption","https://www.ccac.org.mo/tc/index.html",ccac.org.mo
ministry,"Direcção dos Serviços para os Assuntos da Sede do Governo","https://www.dsasg.gov.mo",dsasg.gov.mo
ministry,"The Treasury","https://www.try.gov.hk/",try.gov.hk
ministry,"Macao Post and Telecommunications Bureau","https://www.ctt.gov.mo",ctt.gov.mo
ministry,"Hunan Provincial Department of Education","http://gov.hnedu.cn/index.html",gov.hnedu.cn
ministry,"Social Welfare Bureau","https://www.ias.gov.mo/",ias.gov.mo
ministry,"Sports Bureau","http://www.sport.gov.mo/pt",sport.gov.mo
ministry,"Sports Bureau","https://www.sport.gov.mo/zh",sport.gov.mo
ministry,"Statistics and Census Service","http://dsec.ctm.net/",dsec.ctm.net
ministry,"Statistics and Census Service","https://www.dsec.gov.mo",dsec.gov.mo
ministry,"Environmental Protection Bureau","https://www.dspa.gov.mo/",dspa.gov.mo
ministry,"Identification Services Bureau","https://www.dsi.gov.mo/",dsi.gov.mo
ministry,"Public Administration and Civil Service Bureau","https://www.safp.gov.mo",safp.gov.mo
ministry,"Municipal Affairs Bureau","https://www.iam.gov.mo/",iam.gov.mo
ministry,"Commission of Audit","http://www.ca.gov.mo/",ca.gov.mo
parliament,"Legislative Council of Hong Kong","https://www.legco.gov.hk/",legco.gov.hk
parliament,"National People's Congress","http://en.npc.gov.cn.cdurl.cn/",en.npc.gov.cn.cdurl.cn
parliament,"Standing Committee of the National People's Congress","http://en.npc.gov.cn.cdurl.cn/",en.npc.gov.cn.cdurl.cn
parliament,"Shanghai People's Congress","http://www.spcsc.sh.cn/",spcsc.sh.cn
parliament,"Legislative Assembly of Macau","https://al.gov.mo/en/",al.gov.mo
parliament,"Legislative Assembly of Macau","https://al.gov.mo/pt/",al.gov.mo
parliament,"Legislative Assembly of Macau","https://al.gov.mo/zh/",al.gov.mo
constitutional_court,"Government of Hong Kong","https://www.gov.hk",gov.hk
constitutional_court,"Government of Hong Kong","https://www.gov.hk/en",gov.hk
constitutional_court,"Government of Hong Kong","https://www.gov.hk/sc",gov.hk
constitutional_court,"Government of Hong Kong","https://www.gov.hk/tc",gov.hk
supreme_court,"Legislative Council of Hong Kong","https://www.legco.gov.hk/",legco.gov.hk
supreme_court,"National People's Congress","http://en.npc.gov.cn.cdurl.cn/",en.npc.gov.cn.cdurl.cn
supreme_court,"Shanghai People's Congress","http://www.spcsc.sh.cn/",spcsc.sh.cn
supreme_court,"Legislative Assembly of Macau","https://al.gov.mo/en/",al.gov.mo
supreme_court,"Legislative Assembly of Macau","https://al.gov.mo/pt/",al.gov.mo
supreme_court,"Legislative Assembly of Macau","https://al.gov.mo/zh/",al.gov.mo
