hostname,http_status,mx
ane.cr,200,1 mail2.ane.cr.; 0 mail1.ane.cr.
bccr.fi.cr,404,10 bccr-fi-cr.mail.protection.outlook.com.
ccecr.aecid.es,200,none
centroamericaribeschp.com,400,none
comisionunesco.cr,301,0 comisionunesco-cr.mail.protection.outlook.com.; 20 ms59819022.msv1.invalid.outlook.com.
costarica.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
cr.ambafrance.org,301,none
cr.chineseembassy.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cr.chineseembassy.org found.,none
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
embocr.com,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,none
jesuitascam.org,200,10 mx.zoho.com.; 50 mx3.zoho.com.; 20 mx2.zoho.com.
mofaic.gov.ae,IOException: HTTP/1.1 header parser received no bytes,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
procomer.com,200,0 procomer-com.mail.protection.outlook.com.
san-jose.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
san-jose.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
sen.inec.cr,200,none
