hostname,indegree,indegree_tech
government.bg,20,1
egov.bg,8,0
cpdp.bg,5,0
parliament.bg,4,0
kzp.bg,3,0
nra.bg,3,0
cadastre.bg,2,0
gov.bg,2,1
mfa.bg,2,0
president.bg,2,0
bda.bg,1,0
cem.bg,1,0
crc.bg,1,0
dobrich.bg,1,0
kzd-nondiscrimination.com,1,0
lovech.bg,1,0
mrrb.bg,1,0
mvr.bg,1,0
nab-bas.bg,1,0
nhif.bg,1,0
nsi.bg,1,0
pernik.bg,1,0
