field,text
country_name,"French Republic"
government_type,"semi-presidential republic"
capital,"Paris"
chief_of_state,"President Emmanuel MACRON (since 14 May 2017)"
head_of_government,"Sébastien LECORNU (since 10 September 2025)"
judicial_highest_courts,"Court of Cassation or Cour de Cassation (consists of the court president, 6 divisional presiding judges, 120 trial judges, and 70 deputy judges organized into 6 divisions -- 3 civil, 1 commercial, 1 labor, and 1 criminal); Constitutional Council (consists of 9 members)"
constitution_history,"many previous; latest effective 4 October 1958"
