subdomain,parent_domain,http_status,mx
060.gob.es,gob.es,ConnectException > UnresolvedAddressException,
accesible-pre.mites.gob.es,mites.gob.es,ConnectException > UnresolvedAddressException,
accesible.mites.gob.es,mites.gob.es,ConnectException > UnresolvedAddressException,
acceso.funciona.gob.es,gob.es,ConnectException > UnresolvedAddressException,
acceso.senado.es,senado.es,ConnectException > UnresolvedAddressException,
access.igae.hacienda.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
access.igae.hacienda.gob.es,hacienda.gob.es,ConnectException > UnresolvedAddressException,
acelerapyme.gob.es,gob.es,308,
actos.exteriores.gob.es,exteriores.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
actosprotocolo.interior.gob.es,interior.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
admin.cte.mcu.es,mcu.es,ConnectException > UnresolvedAddressException,
admin.tecnologiaeinnovacion.defensa.gob.es,defensa.gob.es,401,
admin.tecnologiaeinnovacion.defensa.gob.es,gob.es,401,
adminbiblioteca.miteco.gob.es,miteco.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
administracion.gob.es,administracion.gob.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
administracion.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
administraciondejusticia.gob.es,gob.es,ConnectException > UnresolvedAddressException,
administracionelectronica.gob.es,gob.es,302,
administracionespublicas.gob.es,gob.es,ConnectException > ClosedChannelException,
aea.gob.es,gob.es,ConnectException > UnresolvedAddressException,
aecid.gob.es,gob.es,SSLHandshakeException > CertificateException: No subject alternative DNS name matching aecid.gob.es found.,
aei.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
aemps.gob.es,gob.es,ConnectException > UnresolvedAddressException,
aepsad.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
aesan.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
agenciatributaria.gob.es,gob.es,ConnectException > UnresolvedAddressException,
agenda2030.gob.es,gob.es,SSLHandshakeException > CertificateException: No subject alternative DNS name matching agenda2030.gob.es found.,
agendadigital.gob.es,gob.es,308,
agendaurbana.gob.es,gob.es,ConnectException > UnresolvedAddressException,
agentes-ia.mineco.gob.es,mineco.gob.es,ConnectException > UnresolvedAddressException,
agentesdelcambio.mineco.gob.es,mineco.gob.es,SSLHandshakeException > CertificateException: No subject alternative DNS name matching agentesdelcambio.mineco.gob.es found.,
agregacion.contrataciondelsectorpublico.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
agregacion.test-contratacionsectorpublico.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
aica.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
ajcampos.gob.es,gob.es,SSLHandshakeException > CertificateException: No subject alternative DNS name matching ajcampos.gob.es found.,
alcexpe.vc.hacienda.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
alcexpe.vc.hacienda.gob.es,hacienda.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
alertia.mineco.gob.es,mineco.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
allexpe.vc.hacienda.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
allexpe.vc.hacienda.gob.es,hacienda.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
alreco.inclusion.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
alreco.inclusion.gob.es,inclusion.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
apc.gob.es,gob.es,SSLHandshakeException > SocketException: Connection reset,
api.cnmc.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
api.miteco.gob.es,miteco.gob.es,ConnectException > UnresolvedAddressException,
api.recex.inclusion.gob.es,inclusion.gob.es,403,
api.sannar.inclusion.gob.es,inclusion.gob.es,403,
api.sannar.int.inclusion.gob.es,inclusion.gob.es,403,
apipre.cnmc.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
aplicaciones.csd.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
aplicaciones.economia.gob.es,gob.es,ConnectException > UnresolvedAddressException,
aplicaciones.fomento.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
aplicaciones.rtic.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
app.congreso.es,congreso.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
app.sgc.presidencia.gob.es,gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
appmuseos.defensa.gob.es,defensa.gob.es,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
appportal.mineco.gob.es,mineco.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
apps.fomento.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
apps.senado.es,senado.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
archiva.minhap.gob.es,gob.es,ConnectException > UnresolvedAddressException,
areaprivada.pre-prtr-es.miteco.gob.es,miteco.gob.es,ConnectException > UnresolvedAddressException,
areaprivada.prtr-es.miteco.gob.es,miteco.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
asistencia.covid19.gob.es,gob.es,ConnectException > UnresolvedAddressException,
auditorionacional.mcu.es,mcu.es,ConnectException > UnresolvedAddressException,
aue.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
autodiscover.cultura.gob.es,cultura.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
autodiscover.cultura.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
autodiscover.externos.mites.gob.es,mites.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
autodiscover.funprl.mites.gob.es,mites.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
autodiscover.igae.hacienda.gob.es,gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
autodiscover.igae.hacienda.gob.es,hacienda.gob.es,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
