qid,label
Q535632,Butha-Buthe District
Q737086,Berea District
Q817327,Thaba-Tseka District
Q817340,Mokhotlong District
Q817342,Mafeteng District
Q819987,Leribe District
Q839060,Quthing District
Q839074,Mohale's Hoek District
Q844921,Maseru District
Q850423,Qacha's Nek District
