type,label,website,hostname
parliament,"Supreme Assembly (Nakhchivan)","http://www.alimeclis.az/",alimeclis.az
supreme_court,"Supreme Assembly (Nakhchivan)","http://www.alimeclis.az/",alimeclis.az
