field,text
country_name,"Republic of Slovenia"
government_type,"parliamentary republic"
capital,"Ljubljana"
chief_of_state,"President Natasa PIRC MUSAR (since 23 December 2022)"
head_of_government,"Prime Minister Robert GOLOB (since 1 June 2022)"
judicial_highest_courts,"Supreme Court (consists of the court president and 37 judges organized into civil, criminal, commercial, labor and social security, administrative, and registry departments); Constitutional Court (consists of the court president, vice president, and 7 judges)"
constitution_history,"previous 1974 (pre-independence); latest passed by Parliament 23 December 1991"
