hostname,http_status,mx
aaf.mil.al,HttpConnectTimeoutException: HTTP connect timed out,10 mail.aaf.mil.al.
akep.al,200,0 akep-al.mail.protection.outlook.com.
al.ambafrance.org,301,none
albania.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
albaniaembassy.orderofmalta.int,301,none
ambasadat.net,200,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
bankofalbania.org,301,0 bankofalbania-org.mail.protection.outlook.com.
bksh.al,200,10 bksh-al.mail.protection.outlook.com.
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
gesuiti.it,200,1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 aspmx3.googlemail.com.; 10 aspmx2.googlemail.com.; 5 alt2.aspmx.l.google.com.
idp.al,200,10 mail.idp.al.
kryeministria.al,200,0 kryeministria-al.mail.protection.outlook.com.
mfa.bg,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,403,10 mailhost.mfa.gr.
mzv.cz,302,50 mzvczemta05.mzv.cz.; 10 mzvczemta06.mzv.cz.
mzv.sk,301,10 mail.gov.sk.
parlament.al,200,0 parlament-al.mail.protection.outlook.com.
swedenabroad.se,301,none
tirana.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
tirana.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
tirana.embassy.si,SSLHandshakeException: Remote host terminated the handshake,none
tirana.mae.ro,503,none
tirana.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
