hostname,score,sources,label,level,http_status,mx
agricoop.nic.in,7,wikidata;wikidata,"Department of Agriculture, Co-operation and Farmers Welfare | Department of Agriculture & Co-operation",,ConnectException,none
ceib.nic.in,7,wikidata;wikidata,Central Economic Intelligence Bureau | Intelligence Bureau,,HttpConnectTimeoutException: HTTP connect timed out,none
cghealth.nic.in,7,wikidata;wikidata,"Department of Health & Family Welfare & Medical Education, Chhattisgarh",,301,none
consumeraffairs.nic.in,7,wikidata;wikidata,"Ministry of Consumer Affairs, Food and Public Distribution",central,HttpConnectTimeoutException: HTTP connect timed out,none
davp.nic.in,7,wikidata;wikidata,Directorate of Advertising and Visual Publicity | Bureau of Outreach and Communication,,200,none
delhiassembly.nic.in,7,wikidata;wikidata,Delhi Legislative Assembly,central-1,ConnectException,none
dhi.nic.in,7,wikidata;wikidata,Ministry of Heavy Industries and Public Enterprises,central,ConnectException,none
fincomindia.nic.in,7,wikidata;wikidata,Finance Commission of India | Fifteenth Finance Commission of India,,HttpConnectTimeoutException: HTTP connect timed out,none
gachbalangirodisha.ac.in,7,wikidata;wikidata,"Government Ayurvedic College, Balangir",,200,10 mx2.hostinger.com.; 5 mx1.hostinger.com.
icar.org.in,7,wikidata;wikidata,National Agricultural Science Fund | Indian Council of Agricultural Research,,HttpTimeoutException: request timed out,50 mx3.mgovcloud.in.; 20 mx2.mgovcloud.in.; 10 mx.mgovcloud.in.
indiaculture.nic.in,7,wikidata;wikidata,Ministry of Culture,central,ConnectException,none
islrtc.nic.in,7,wikidata;wikidata,Indian Sign Language Research and Training Center,,200,20 mx2.mgovcloud.in.; 50 mx3.mgovcloud.in.; 10 mx.mgovcloud.in.
kla.kar.nic.in,7,wikidata;wikidata;wikidata;wikidata,Karnataka Legislative Assembly | Karnataka Legislative Council,central-1,HttpConnectTimeoutException: HTTP connect timed out,none
labour.nic.in,7,wikidata;wikidata,Ministry of Labour and Employment,central,ConnectException,none
leh.nic.in,7,wikidata;wikidata,"Ladakh Autonomous Hill Development Council, Leh",central-1,200,none
mcdonline.nic.in,7,wikidata;wikidata;wikidata,Municipal Corporation of Delhi,central-1,200,none
mls.org.in,7,wikidata;wikidata;wikidata,Maharashtra Legislative Assembly | Maharashtra Legislative Council,central-1,200,100 us2.mx3.mailhostbox.com.; 100 us2.mx2.mailhostbox.com.; 100 us2.mx1.mailhostbox.com.; 10 mail.mls.org.in.
mofaic.gov.ae,7,wikidata;wikidata,"Embassy of the United Arab Emirates, New Delhi | Consulate General of the United Arab Emirates, Mumbai",central,IOException: HTTP/1.1 header parser received no bytes,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
mofpi.nic.in,7,wikidata;wikidata,Ministry of Food Processing Industries,central,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,0 mailgw.nic.in.
morth.nic.in,7,wikidata;wikidata,Ministry of Road Transport and Highways,central,301,none
nhrc.nic.in,7,wikidata;wikidata;wikidata,National Human Rights Commission | Andhra Pradesh State Human Rights Commission | Jharkhand Human Rights Commission,,302,none
nssce.ac.in,7,wikidata;wikidata,NSS College of Engineering,,200,0 aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
petroleum.nic.in,7,wikidata;wikidata,Ministry of Petroleum and Natural Gas,central,ConnectException,none
powermin.nic.in,7,wikidata;wikidata,Ministry of Power,central,ConnectException,none
shipping.nic.in,7,wikidata;wikidata,"Ministry of Ports, Shipping and Waterways",central,ConnectException,none
socialjustice.nic.in,7,wikidata;wikidata,Ministry of Social Justice and Empowerment,central,ConnectException,none
telanganalegislature.org.in,7,wikidata;wikidata,Telangana Legislative Council | Telangana Legislative Assembly,central-1,403,none
tribal.nic.in,7,wikidata;wikidata,Ministry of Tribal Affairs,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
wcd.nic.in,7,wikidata;wikidata,Ministry of Women and Child Development,central,ConnectException,none
yas.nic.in,7,wikidata;wikidata,Ministry of Youth Affairs and Sports,central,HttpConnectTimeoutException: HTTP connect timed out,none
aai.aero,6,wikidata;wikidata,Airports Authority of India | Visakhapatnam International Airport,,HttpConnectTimeoutException: HTTP connect timed out,5 mail.aai.aero.; 5 mail1.aai.aero.
ambafrance-in.org,6,wikidata;wikidata,"Consulate of France, Mumbai | Consulate of France, Bangalore",,ConnectException,5 mta-gw.infomaniak.ch.
