hostname,score,sources,label,level
delhiassembly.nic.in,7,wikidata;wikidata,Delhi Legislative Assembly,central-1
kla.kar.nic.in,7,wikidata;wikidata;wikidata;wikidata,Karnataka Legislative Assembly | Karnataka Legislative Council,central-1
leh.nic.in,7,wikidata;wikidata,"Ladakh Autonomous Hill Development Council, Leh",central-1
mcdonline.nic.in,7,wikidata;wikidata;wikidata,Municipal Corporation of Delhi,central-1
mls.org.in,7,wikidata;wikidata;wikidata,Maharashtra Legislative Assembly | Maharashtra Legislative Council,central-1
telanganalegislature.org.in,7,wikidata;wikidata,Telangana Legislative Council | Telangana Legislative Assembly,central-1
allahabadhighcourt.in,4,wikidata,Allahabad High Court,central-1
arunachalpradesh.nic.in,4,wikidata,Arunachal Pradesh Legislative Assembly,central-1
bombayhighcourt.nic.in,4,wikidata,Bombay High Court,central-1
delhihighcourt.nic.in,4,wikidata,Delhi High Court,central-1
dme.ap.nic.in,4,wikidata,Directorate of Medical Education,central-1
dosel.co.in,4,wikidata,Department of School Education & Literacy,central-1
gujarathighcourt.nic.in,4,wikidata,Gujarat High Court,central-1
hc.ap.nic.in,4,wikidata,Andhra Pradesh High Court,central-1
hc.ts.nic.in,4,wikidata,Telangana High Court,central-1
hcmadras.tn.nic.in,4,wikidata,Madras High Court,central-1
hcmimphal.nic.in,4,wikidata,Manipur High Court,central-1
hcraj.nic.in,4,wikidata,Rajasthan High Court,central-1
highcourtofkerala.nic.in,4,wikidata,Kerala High Court,central-1
highcourtofsikkim.nic.in,4,wikidata,Sikkim High Court,central-1
himachal.nic.in,4,wikidata,Himachal Pradesh Department of Education,central-1
hphighcourt.nic.in,4,wikidata,Himachal Pradesh High Court,central-1
hpvidhansabha.nic.in,4,wikidata,Himachal Pradesh Legislative Assembly,central-1
jharkhandhighcourt.nic.in,4,wikidata,Jharkhand High Court,central-1
jkhighcourt.nic.in,4,wikidata,High Court of Jammu and Kashmir and Ladakh,central-1
jklegislativecouncil.nic.in,4,wikidata,Jammu and Kashmir Legislative Council,central-1
meghalayahighcourt.nic.in,4,wikidata,Meghalaya High Court,central-1
mizoramassembly.in,4,wikidata,Mizoram Legislative Assembly,central-1
mphc.in,4,wikidata,Madhya Pradesh High Court,central-1
mpvidhansabha.nic.in,4,wikidata,Madhya Pradesh Legislative Assembly,central-1
odishaassembly.nic.in,4,wikidata,Odisha Legislative Assembly,central-1
orissahighcourt.nic.in,4,wikidata,Orissa High Court,central-1
patnahighcourt.bih.nic.in,4,wikidata,Patna High Court,central-1
punjabassembly.nic.in,4,wikidata,Punjab Legislative Assembly,central-1
shiksha.cg.nic.in,4,wikidata,Department of School Education,central-1
thc.nic.in,4,wikidata,Tripura High Court,central-1
tripuraassembly.nic.in,4,wikidata,Tripura Legislative Assembly,central-1
upvidhanparishad.nic.in,4,wikidata,Uttar Pradesh Legislative Council,central-1
vidhansabha.bih.nic.in,4,wikidata,Bihar Legislative Assembly,central-1
wbhc.in,4,wikidata,West Bengal Heritage Commission,central-1
aplegislature.org,3,wikidata,Andhra Pradesh Legislative Council,central-1
assambidhansabha.org,3,wikidata,Assam Legislative Assembly,central-1
irrigation-kerala.org,3,wikidata,Kerala Water Resources Department,central-1
niyamasabha.org,3,wikidata,Kerala Legislative Assembly,central-1
rnbgujarat.org,3,wikidata,Roads and Buildings Department,central-1
ssapunjab.org,3,wikidata,Department of School Education,central-1
aau.ac.in,7,wikidata;wikidata,Assam Agricultural University,university
aau.in,7,wikidata;wikidata,Anand Agricultural University,university
alagappauniversity.ac.in,7,wikidata;wikidata,Alagappa University,university
aliah.ac.in,7,wikidata;wikidata,Aliah University,university
amruhp.ac.in,7,wikidata;wikidata,Atal Medical and Research University,university
andhrauniversity.edu.in,7,wikidata;wikidata,Andhra University,university
angrau.ac.in,7,wikidata;wikidata,Acharya N. G. Ranga Agricultural University,university
annamalaiuniversity.ac.in,7,wikidata;wikidata,Annamalai University,university
apsurewa.ac.in,7,wikidata;wikidata,Awadhesh Pratap Singh University,university
aujodhpur.ac.in,7,wikidata;wikidata,"Agriculture University, Jodhpur",university
base.ac.in,7,wikidata;wikidata,Bengaluru Dr. B. R. Ambedkar School of Economics University,university
bausabour.ac.in,7,wikidata;wikidata,Bihar Agricultural University,university
bcu.ac.in,7,wikidata;wikidata,Bengaluru City University,university
bgsbu.ac.in,7,wikidata;wikidata,Baba Ghulam Shah Badshah University,university
bput.ac.in,7,wikidata;wikidata,Biju Patnaik University of Technology,university
bsaeu.in,7,wikidata;wikidata,Baba Saheb Ambedkar Education University,university
btu.ac.in,7,wikidata;wikidata,Bikaner Technical University,university
buodisha.edu.in,7,wikidata;wikidata,Berhampur University,university
cblu.ac.in,7,wikidata;wikidata,Chaudhary Bansi Lal University,university
cbpbu.ac.in,7,wikidata;wikidata,Cooch Behar Panchanan Barma University,university
cottonuniversity.ac.in,7,wikidata;wikidata,Cotton University,university
csvtu.ac.in,7,wikidata;wikidata,Chhattisgarh Swami Vivekanand Technical University,university
cuc.ac.in,7,wikidata;wikidata,Raja Shankar Shah University,university
cukerala.ac.in,7,wikidata;wikidata,Central University of Kerala,university
dduniv.ac.in,7,wikidata;wikidata,Dakshin Dinajpur University,university
dhwu.ac.in,7,wikidata;wikidata,Diamond Harbour Women's University,university
dibru.ac.in,7,wikidata;wikidata,Dibrugarh University,university
dpsru.edu.in,7,wikidata;wikidata,Delhi Pharmaceutical Science and Research University,university
dseu.ac.in,7,wikidata;wikidata,Delhi Skill and Entrepreneurship University,university
dtu.ac.in,7,wikidata;wikidata,Delhi Technological University,university
duk.ac.in,7,wikidata;wikidata,"Kerala University of Digital Sciences, Innovation and Technology",university
gbu.edu.in,7,wikidata;wikidata,Gujarat Biotechnology University,university
gnlu.ac.in,7,wikidata;wikidata,Gujarat National Law University,university
hbsu.ac.in,7,wikidata;wikidata,Dr. Homi Bhabha State University,university
hnbgu.ac.in,7,wikidata;wikidata,Hemwati Nandan Bahuguna Garhwal University (A Central University),university
hpnlu.ac.in,7,wikidata;wikidata,"Himachal Pradesh National Law University, Shimla",university
igntu.ac.in,7,wikidata;wikidata,Indira Gandhi National Tribal University,university
jau.in,7,wikidata;wikidata,Junagadh Agricultural University,university
jncu.ac.in,7,wikidata;wikidata,Jananayak Chandrashekhar University,university
jnu.ac.in,7,wikidata;wikidata,Jawaharlal Nehru University,university
ksrdpru.in,7,wikidata;wikidata,Dr. B.R. Ambedkar University of Social Sciences | Karnataka State Rural Development and Panchayat Raj University,university
ksu.ac.in,7,wikidata;wikidata,Karnataka Samskrit University,university
manuu.edu.in,7,wikidata;wikidata,Maulana Azad National Urdu University,university
mpdnlu.ac.in,7,wikidata;wikidata,Dharmashastra National Law University,university
mssu.ac.in,7,wikidata;wikidata,Maharashtra State Skills University,university
msubaroda.ac.in,7,wikidata;wikidata,Maharaja Sayajirao University of Baroda,university
mu.ac.in,7,wikidata;wikidata,University of Mumbai,university
nalandauniv.edu.in,7,wikidata;wikidata,Nalanda University,university
nfsu.ac.in,7,wikidata;wikidata,National Forensic Sciences University,university
nsu.ac.in,7,wikidata;wikidata,"National Sports University, Manipur",university
presiuniv.ac.in,7,wikidata;wikidata,Presidency University,university
