field,text
country_name,"Republic of Angola"
government_type,"presidential republic"
capital,"Luanda"
chief_of_state,"President Joao Manuel Goncalves LOURENCO (since 26 September 2017)"
head_of_government,"President Joao Manuel Goncalves LOURENCO (since 26 September 2017)"
judicial_highest_courts,"Supreme Court or Tribunal Supremo (consists of the court president, vice president, and a minimum of 16 judges); Constitutional Court or Tribunal Constitucional (consists of 11 judges)"
constitution_history,"previous 1975, 1992; latest passed by National Assembly 21 January 2010, adopted 5 February 2010"
