hostname,http_status,mx
bancentral.gov.do,200,10 mxa-004d0901.gslb.pphosted.com.; 10 mxb-004d0901.gslb.pphosted.com.
centroamericaribeschp.com,400,none
cesfront.mil.do,200,0 cesfront-mil-do.mail.protection.outlook.com.
do.ambafrance.org,301,none
do.china-embassy.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching do.china-embassy.org found.,none
dominicoshispania.org,301,105 mxbackup.mad.interhost.com.; 100 correo.dominicos.org.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
fuerzasarmadas.mil.do,ConnectException,none
nederlandwereldwijd.nl,301,0 .
santo-domingo.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
