qid,label
Q1122748,Usulután Department
Q1122836,Morazán Department
Q1129788,La Paz Department
Q1130180,San Vicente Department
Q1130677,Cuscatlán Department
Q1130688,La Unión Department
Q1543219,San Salvador Department
Q212540,Sonsonate Department
Q522221,Chalatenango Department
Q572993,Ahuachapán Department
Q671158,Santa Ana Department
Q914058,Cabañas Department
Q930804,San Miguel Department
Q930820,La Libertad Department
