field,text
country_name,"Republic of Zimbabwe"
government_type,"presidential republic"
capital,"Harare"
chief_of_state,"President Emmerson Dambudzo MNANGAGWA (since 4 September 2023)"
head_of_government,"Vice President Constantino CHIWENGA (since 11 September 2023)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and 4 judges); Constitutional Court (consists of the chief and deputy chief justices and 9 judges)"
constitution_history,"previous 1965 (at Rhodesian independence), 1979 (Lancaster House Agreement), 1980 (at Zimbabwean independence); latest final draft completed January 2013, approved by referendum 16 March 2013, approved by Parliament 9 May 2013, effective 22 May 2013"
