hostname,score,sources,label,level
ag.ky.gov,8,wikidata;wikidata,Kentucky Department of Criminal Investigation | Kentucky Office of the Attorney General,central-1
ag.ny.gov,8,wikidata;wikidata,Office of the Attorney General | Office of the New York State Attorney General,central-1
agri.ohio.gov,8,wikidata;wikidata;wikidata,Ohio Department of Agriculture | Ohio Soil and Water Conservation Commission | Ohio Auctioneer's Commission,central-1
alaska.gov,8,wikidata;wikidata;wikidata,State of Alaska | government of Alaska,central-1
alea.gov,8,wikidata;wikidata,Alabama Law Enforcement Agency | Alabama Department of Public Safety,central-1
americansamoa.gov,8,wikidata;wikidata;wikidata,American Samoa Government Department of Health | Department of Public Health | American Samoa Senate,central-1
archives.ncdcr.gov,8,wikidata;wikidata,State Archives of North Carolina | North Carolina State Historical Records Advisory Board,central-1
ardot.gov,8,wikidata;wikidata,Arkansas Highway Police | Arkansas Department of Transportation,central-1
asp.arkansas.gov,8,wikidata;wikidata,Arkansas Highway Patrol | Arkansas State Police,central-1
azleg.gov,8,wikidata;wikidata,Arizona State Legislature,central-1
azlibrary.gov,8,wikidata;wikidata,"State of Arizona Research Library | Arizona State Library, Archives and Public Records",central-1
bc.governor.nc.gov,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,North Carolina Juvenile Justice Planning Committee | North Carolina Industrial Hemp Commission | North Carolina Awards Committee | North Carolina Task Force for Safer Schools | Western North Carolina Public Lands Council | North Carolina Certification Commission for Tribal Indian Gaming Compact | North Carolina Permanency Innovation Committee | North Carolina Impaired Driving Task Force | Morehead City Navigation and Pilotage | North Carolina Gasoline and Oil Inspection Board | North Carolina Teacher Advisory Committee | North Carolina Interagency Council for Coordinating (ICC) Homeless Programs,central-1
ca.gov,8,wikidata;wikidata,State of California,central-1
capitol.hawaii.gov,8,wikidata;wikidata;wikidata;wikidata,Hawaii House of Representatives | Hawaii State Legislature | Hawaii Senate,central-1
capitol.texas.gov,8,wikidata;wikidata,Texas Legislature,central-1
capitol.tn.gov,8,wikidata;wikidata,Tennessee Senate | Tennessee House of Representatives,central-1
cga.ct.gov,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Connecticut General Assembly | Connecticut State Capitol Police | Connecticut Senate | Connecticut Law Revision Commission | Connecticut House of Representatives,central-1
childrenandyouth.ohio.gov,8,wikidata;wikidata,Ohio Department of Children & Youth | Ohio Commission on Fatherhood,central-1
colorado.gov,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Colorado Department of Public Health and Environment | Walden | Colorado Department of Labor and Employment | Moffat | Colorado Department of Military and Veterans Affairs | Colorado Department of Human Services | Colorado Public Utilities Commission | Olathe | Colorado Department of Corrections | Colorado Department of Regulatory Agencies | Colorado Bureau of Investigation,central-1
com.ohio.gov,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Ohio Department of Commerce | Ohio Banking Commission | Ohio Cemetery Dispute Resolution Commission | Ohio Division of Industrial Compliance | Ohio Division of Unclaimed Funds | Ohio Division of State Fire Marshal | Ohio Division of Cannabis Control | Ohio Division of Financial Institutions | Ohio Division of Real Estate & Professional Licensing | Ohio Division of Securities | Ohio Division of Liquor Control,central-1
commerce.alaska.gov,8,wikidata;wikidata;wikidata,Atka | Alaska State Medical Board,central-1
commerce.nc.gov,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,"NCWorks Commission | North Carolina Rural Economic Development Division | North Carolina Office of Science, Technology and Innovation | North Carolina Board of Science, Technology and Innovation | North Carolina Department of Commerce | North Carolina Marine Industrial Park Authority | North Carolina Labor and Economic Analysis Division | North Carolina Rural Infrastructure Authority | North Carolina Division of Workforce Solutions",central-1
conservation.ca.gov,8,wikidata;wikidata,California Department of Conservation | California Geological Survey,central-1
courts.ca.gov,8,wikidata;wikidata,Supreme Court of California | Judicial Council of California,central-1
courts.delaware.gov,8,wikidata;wikidata,Delaware Supreme Court | Delaware Superior Court,central-1
courts.ky.gov,8,wikidata;wikidata,Kentucky Supreme Court | Kentucky Court of Justice,central-1
courts.mo.gov,8,wikidata;wikidata,Missouri Courts Judicial Branch of Government | Supreme Court of Missouri,central-1
courts.oregon.gov,8,wikidata;wikidata;wikidata,Oregon Court of Appeals | Oregon Supreme Court | Oregon Judicial Department,central-1
courtswv.gov,8,wikidata;wikidata,Supreme Court of Appeals of West Virginia,central-1
ct.gov,8,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Connecticut Department of Correction | Connecticut Department of Agriculture | Department of Economic and Community Development | Connecticut State Environmental Conservation Police | Connecticut Department of Energy and Environmental Protection | Connecticut Department of Public Health | Connecticut State Emergency Response Commission | Connecticut Department of Mental Health and Addiction Services | Office of Consumer Counsel | Connecticut Department of Motor Vehicles | Connecticut Geological Survey | Connecticut Department of Rehabilitation Services | Connecticut Department of Children and Families | Division of Public Defender Services | Connecticut State Historic Preservation Office | Office of Policy and Management,central-1
