subdomain,parent_domain,http_status,mx
1.usa.gov,usa.gov,301,none
18f.gov,18f.gov,,none
250.gov,250.gov,,none
400yaahc.gov,400yaahc.gov,,5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
52weeks4women.sites.usa.gov,usa.gov,Could not resolve host: 52weeks4women.sites.usa.gov,none
9-11commission.gov,9-11commission.gov,,10 us.etp.fireeyegov.com.
911.gov,911.gov,,none
911commission.gov,911commission.gov,,none
988.gov,988.gov,,none
aanhpiheritage.gov,aanhpiheritage.gov,,none
abd.gov,abd.gov,,none
abilityone.gov,abilityone.gov,,0 abilityone-gov.mail.protection.outlook.com.
abmc.gov,abmc.gov,,10 abmc-gov.mail.protection.outlook.com.
accedeainternet.gov,accedeainternet.gov,,none
access-board.gov,access-board.gov,,0 accessboard-gov01e.mail.protection.outlook.com.
acf.gov,acf.gov,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
achp.gov,achp.gov,,20 alt1.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 10 primary.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 50 achp-gov.mail.protection.outlook.com.
acl.gov,acl.gov,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.; 5 acl.gov.
acquisition.gov,acquisition.gov,,none
acquisitiongateway.gov,acquisitiongateway.gov,,none
acus.gov,acus.gov,,5 acus-gov.mail.protection.outlook.com.
acwi.gov,acwi.gov,,none
ada.gov,ada.gov,,none
adams.gov,adams.gov,,5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
adf.gov,adf.gov,,0 adf-gov.mail.protection.outlook.com.
adlnet.gov,adlnet.gov,,0 adlnet-gov.mail.protection.outlook.com.
admin-survey.usa.gov,usa.gov,Could not resolve host: admin-survey.usa.gov,none
adr.gov,adr.gov,,none
advocacysba.sites.usa.gov,usa.gov,Could not resolve host: advocacysba.sites.usa.gov,none
afadvantage.gov,afadvantage.gov,,none
aff.gov,aff.gov,,none
afrh.gov,afrh.gov,,0 afrh-gov.mail.protection.outlook.com.
africanamericanhistorymonth.gov,africanamericanhistorymonth.gov,,none
aftac.gov,aftac.gov,,5 sxht-esa-001u.aftac.gov.; 5 sxht-esa-002u.aftac.gov.
ag.gov,ag.gov,,none
aging.gov,aging.gov,,none
agingstats.gov,agingstats.gov,,none
aha.gov,aha.gov,,none
ahcpr.gov,ahcpr.gov,,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
