field,text
country_name,"Republic of Belarus"
government_type,"presidential republic in name, although in fact a dictatorship"
capital,"Minsk"
chief_of_state,"President Alyaksandr LUKASHENKA (since 20 July 1994)"
head_of_government,"Prime Minister Alyaksandr TURCHYN (since 10 March 2025)"
judicial_highest_courts,"Supreme Court (consists of the chairman and deputy chairman and organized into several specialized panels, including economic and military; number of judges set by the president of the republic and the court chairman); Constitutional Court (consists of 12 judges, including a chairman and deputy chairman)"
constitution_history,"several previous; latest drafted between late 1991 and early 1994, signed 15 March 1994"
