field,text
country_name,"United Kingdom of Great Britain and Northern Ireland; note - the island of Great Britain includes England, Scotland, and Wales"
government_type,"parliamentary constitutional monarchy; a Commonwealth realm"
capital,"London"
chief_of_state,"King CHARLES III (since 8 September 2022)"
head_of_government,"Prime Minister Keir STARMER (since 5 July 2024)"
judicial_highest_courts,"Supreme Court (consists of 12 justices, including the court president and deputy president)"
constitution_history,"uncoded; partly statutes, partly common law and practice"
