subdomain,http_status
amalyat109.gov.ps,"Could not resolve host: amalyat109.gov.ps"
cpanel.eservices.gp.gov.ps,"Could not resolve host: cpanel.eservices.gp.gov.ps"
cpanel.pcn.gov.ps,"Could not resolve host: cpanel.pcn.gov.ps"
archive.pmc.gov.ps,"Could not resolve host: archive.pmc.gov.ps"
cpanel.pcd.gov.ps,"Could not resolve host: cpanel.pcd.gov.ps"
cpcalendars.eportal.gov.ps,"Could not resolve host: cpcalendars.eportal.gov.ps"
cpcalendars.mtit.gov.ps,"Could not resolve host: cpcalendars.mtit.gov.ps"
cpanel.projects.eapp.gov.ps,"Could not resolve host: cpanel.projects.eapp.gov.ps"
cpanel.daleel.moi.gov.ps,"Could not resolve host: cpanel.daleel.moi.gov.ps"
cpcalendars.maktabi.mtit.gov.ps,"Could not resolve host: cpcalendars.maktabi.mtit.gov.ps"
cpanel.citizens.hjc.gov.ps,"Could not resolve host: cpanel.citizens.hjc.gov.ps"
cpcalendars.dftp.gov.ps,"Could not resolve host: cpcalendars.dftp.gov.ps"
cpcalendars.gedcoboard.gov.ps,"Could not resolve host: cpcalendars.gedcoboard.gov.ps"
cpcalendars.ci3-stage.gov.ps,"Could not resolve host: cpcalendars.ci3-stage.gov.ps"
cpcalendars.emp.hjc.gov.ps,"Could not resolve host: cpcalendars.emp.hjc.gov.ps"
cpcalendars.judgements.hjc.gov.ps,"Could not resolve host: cpcalendars.judgements.hjc.gov.ps"
cpanel.carapps.eapp.gov.ps,"Could not resolve host: cpanel.carapps.eapp.gov.ps"
cpcalendars.citizens.hjc.gov.ps,"Could not resolve host: cpcalendars.citizens.hjc.gov.ps"
cpanel.myinfo.eapp.gov.ps,"Could not resolve host: cpanel.myinfo.eapp.gov.ps"
cpanel.ncti.gov.ps,"Could not resolve host: cpanel.ncti.gov.ps"
cpcalendars.complaints.eapp.gov.ps,"Could not resolve host: cpcalendars.complaints.eapp.gov.ps"
cpanel.helpdues.eapp.gov.ps,"Could not resolve host: cpanel.helpdues.eapp.gov.ps"
cpcalendars.kpi.eapp.gov.ps,"Could not resolve host: cpcalendars.kpi.eapp.gov.ps"
cpcalendars.eplan.moi.gov.ps,"Could not resolve host: cpcalendars.eplan.moi.gov.ps"
cpanel.epost.mtit.gov.ps,"Could not resolve host: cpanel.epost.mtit.gov.ps"
control.moi.gov.ps,"SSL: no alternative certificate subject name matches target hostname 'control.moi.gov.ps'"
av.gov.ps,"SSL: no alternative certificate subject name matches target hostname 'av.gov.ps'"
cpanel.eservice.moi.gov.ps,"Could not resolve host: cpanel.eservice.moi.gov.ps"
cpanel.gis.eapp.gov.ps,"Could not resolve host: cpanel.gis.eapp.gov.ps"
cpcalendars.dr.moi.gov.ps,"Could not resolve host: cpcalendars.dr.moi.gov.ps"
cpanel.clearance.eapp.gov.ps,"Could not resolve host: cpanel.clearance.eapp.gov.ps"
cpanel.ser.moi.gov.ps,"Could not resolve host: cpanel.ser.moi.gov.ps"
ca.gov.ps,"SSL: no alternative certificate subject name matches target hostname 'ca.gov.ps'"
cpcalendars.av.gov.ps,"Could not resolve host: cpcalendars.av.gov.ps"
atlas.moa.gov.ps,"SSL: no alternative certificate subject name matches target hostname 'atlas.moa.gov.ps'"
cpcalendars.clearance.eapp.gov.ps,"Could not resolve host: cpcalendars.clearance.eapp.gov.ps"
cpanel.finance.hjc.gov.ps,"Could not resolve host: cpanel.finance.hjc.gov.ps"
cpanel.eservicecert.mtit.gov.ps,"Could not resolve host: cpanel.eservicecert.mtit.gov.ps"
ci3-stage.gov.ps,"SSL: no alternative certificate subject name matches target hostname 'ci3-stage.gov.ps'"
cpanel.mtit.gov.ps,"Could not resolve host: cpanel.mtit.gov.ps"
cpcalendars.rucc.moi.gov.ps,"Could not resolve host: cpcalendars.rucc.moi.gov.ps"
cpanel.rb.gov.ps,"Could not resolve host: cpanel.rb.gov.ps"
cpanel.eplan.moi.gov.ps,"Could not resolve host: cpanel.eplan.moi.gov.ps"
cpcalendars.projects.eapp.gov.ps,"Could not resolve host: cpcalendars.projects.eapp.gov.ps"
