subdomain,mx
aac.gob.sv,5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
acajutlaweb.cepa.gob.sv,none
admin.alcaldialaunion.gob.sv,none
ads.zacatecoluca.gob.sv,none
aduana.gob.sv,30 alt2.aspmx.l.google.com.; 40 alt3.aspmx.l.google.com.; 20 alt1.aspmx.l.google.com.; 15 aspmx.l.google.com.; 32767 ms72578783.msv1.invalid.
afiliados.ssf.gob.sv,none
agenda.gob.sv,none
ahuachapan.gob.sv,none
alcaldiadechilanga.gob.sv,none
alcaldiadecoatepeque.gob.sv,none
alcaldiadeilopango.gob.sv,none
alcaldiadejayaque.gob.sv,none
alcaldiadejicalapa.gob.sv,none
alcaldiadejocoro.gob.sv,none
alcaldiademetapan.gob.sv,none
alcaldiadenahulingo.gob.sv,none
alcaldiadenahulingo.gob.sv.cp-14.webhostbox.net,none
alcaldiadesanlorenzo.gob.sv,none
alcaldiadesanpedromasahuat.gob.sv,none
alcaldiadesanvicente.gob.sv,none
alcaldiadetonacatepeque.gob.sv,none
alcaldiaguazapa.gob.sv,none
alcaldialaunion.gob.sv,none
alcaldiamunicipaldejocoro.gob.sv,none
alcaldianejapa.gob.sv,none
alcaldiasancarlos.gob.sv,none
alcaldiasanjosevillanueva.gob.sv,none
alcaldiasanluisdelcarmen.gob.sv,none
alcaldiasansebastian.gob.sv,none
alcaldiasensuntepeque.gob.sv,none
alcaldiatexis.gob.sv,none
alcaldiausulutan.gob.sv,none
alcaldiavillaelcarmen.gob.sv,none
almsrv.rnpn.gob.sv,none
amp.gob.sv,1 aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
amsjo.gob.sv,none
amst.gob.sv,0 amst-gob-sv.mail.protection.outlook.com.
amsv.gob.sv,10 mx.stackmail.com.
antiguocuscatlan.gob.sv,0 mail.antiguocuscatlan.gob.sv.
aplicaciones.bmi.gob.sv,none
aplicaciones.correos.gob.sv,none
aplicaciones.isbm.gob.sv,none
aplicaciones.tacachico.gob.sv,none
aplicaciones03.isbm.gob.sv,none
aplicaciones04.isbm.gob.sv,none
aplicaciones06.isbm.gob.sv,none
aplicaciones1.bmi.gob.sv,none
app.bandesal.gob.sv,none
app1.bandesal.gob.sv,none
app2.bandesal.gob.sv,none
apps.alcaldiadejayaque.gob.sv,none
apps.ccr.gob.sv,none
apps.csj.gob.sv,none
apps.gob.sv,none
apps.migracion.gob.sv,none
apps.tacachico.gob.sv,none
aps.isss.gob.sv,none
arambala.gob.sv,none
arambala.rree.gob.sv,none
asamblea.gob.sv,10 webmail.asamblea.gob.sv.
atencion.rnpn.gob.sv,none
atencionciudadana.gob.sv,none
aulavirtual.asamblea.gob.sv,none
aulavirtual.tse.gob.sv,none
autenticacion.asamblea.gob.sv,none
auth.miempresa.gob.sv,none
autodiscover.alcaldiadecoatepeque.gob.sv,none
autodiscover.alcaldiadeilopango.gob.sv,none
autodiscover.alcaldiadejicalapa.gob.sv,none
autodiscover.alcaldiadejocoro.gob.sv,none
autodiscover.alcaldiadesanvicente.gob.sv,none
autodiscover.alcaldiasanjosevillanueva.gob.sv,none
