subdomain,http_status,mx
100vjet.bashkiakorce.gov.al,Could not resolve host: 100vjet.bashkiakorce.gov.al,none
absa.gov.al,Could not resolve host: absa.gov.al,none
admin.drshdurres.gov.al,Could not resolve host: admin.drshdurres.gov.al,none
admin.qnk.gov.al,Could not resolve host: admin.qnk.gov.al,none
administrata.gov.al,Could not resolve host: administrata.gov.al,none
akad.gov.al,200,none
akbn.gov.al,SSL certificate problem: unable to get local issuer certificate,none
akce.gov.al,Could not resolve host: akce.gov.al,none
akreditim.dpa.gov.al,500,none
akshi.gov.al,200,10 akshi-gov-al.mail.protection.outlook.com.
albadentgroup.srd.gov.al,Could not resolve host: albadentgroup.srd.gov.al,none
albarchive.gov.al,Could not resolve host: albarchive.gov.al,none
albis.justice.gov.al,Could not resolve host: albis.justice.gov.al,none
amf.gov.al,403,none
amvv.qeverisjavendore.gov.al,Could not resolve host: amvv.qeverisjavendore.gov.al,none
app.gov.al,200,10 app-gov-al.mail.protection.outlook.com.
aqtn.gov.al,200,none
arrsh.gov.al,301,10 arrsh-gov-al.mail.protection.outlook.com.; 32767 ms60537004.msv1.invalid.
ars.qkev.gov.al,403,none
arsimi.gov.al,200,none
asd.gov.al,200,none
ashr.gov.al,Could not resolve host: ashr.gov.al,none
asp.gov.al,200,none
ata.gov.al,403,none
atelie.shkodrarinore.gov.al,Could not resolve host: atelie.shkodrarinore.gov.al,none
atk-kredi.gov.al,SSL: no alternative certificate subject name matches target hostname 'atk-kredi.gov.al',none
atrako.gov.al,200,none
autodiscover.absa.gov.al,Could not resolve host: autodiscover.absa.gov.al,none
autodiscover.app.gov.al,Failed to connect to autodiscover.app.gov.al port 443 after 93 ms: Could not connect to server,none
autodiscover.asd.gov.al,Failed to connect to autodiscover.asd.gov.al port 443 after 251 ms: Could not connect to server,none
autodiscover.bashkiacerrik.gov.al,Could not resolve host: autodiscover.bashkiacerrik.gov.al,none
autodiscover.bashkiadelvine.gov.al,Could not resolve host: autodiscover.bashkiadelvine.gov.al,none
autodiscover.bashkiadevoll.gov.al,Failed to connect to autodiscover.bashkiadevoll.gov.al port 443 after 231 ms: Could not connect to server,none
autodiscover.bashkiadivjake.gov.al,Failed to connect to autodiscover.bashkiadivjake.gov.al port 443 after 236 ms: Could not connect to server,none
autodiscover.bashkiadropull.gov.al,Could not resolve host: autodiscover.bashkiadropull.gov.al,none
autodiscover.bashkiafushearrez.gov.al,SSL: no alternative certificate subject name matches target hostname 'autodiscover.bashkiafushearrez.gov.al',none
autodiscover.bashkiahas.gov.al,Could not resolve host: autodiscover.bashkiahas.gov.al,none
autodiscover.bashkiakelcyre.gov.al,Could not resolve host: autodiscover.bashkiakelcyre.gov.al,none
