qid,label
Q163239,Balochistan
Q183314,Khyber Pakhtunkhwa
Q19807103,Junagadh and Manavadar
Q200130,Azad Kashmir
Q200697,Gilgit-Baltistan
Q37211,Sindh
Q4478,Punjab
Q848613,Islamabad Capital Territory
