hostname,score,sources,label,level,http_status,mx
bankofengland.co.uk,10,wikidata;wikidata;directory,Prudential Regulation Authority | Bank of England,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching bankofengland.co.uk found.,20 eu-smtp-inbound-2.mimecast.com.; 10 eu-smtp-inbound-1.mimecast.com.
bbc.co.uk,10,linkgraph;directory,BBC (Public corporation) | BBC World Service (Other),,301,20 cluster1a.eu.messagelabs.com.; 10 cluster1.eu.messagelabs.com.
cqc.org.uk,10,wikidata;linkgraph;directory,Care Quality Commission,,302,0 cqc-org-uk.mail.protection.outlook.com.
electoralcommission.org.uk,10,wikidata;linkgraph;directory,Electoral Commission,central,301,0 electoralcommission-org-uk.mail.protection.outlook.com.
england.nhs.uk,10,wikidata;linkgraph;directory,NHS England,,301,10 england-nhs-uk.mail.protection.outlook.com.
gov.scot,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph;directory,His Majesty's Fire Service Inspectorate for Scotland | Scottish Government | Inspectorate of Prosecution in Scotland | Marine Scotland | Scottish Agricultural Wages Board,central-1,301,10 gw000222-eu.fortimail.com.
gov.wales,10,wikidata;wikidata;wikidata;wikidata;linkgraph;directory,Department for Education and Skills | Welsh Government,central-1,301,0 gov-wales.mail.protection.outlook.com.
hra.nhs.uk,10,wikidata;linkgraph;directory,Gene Therapy Advisory Committee,,301,10 hra-nhs-uk.mail.protection.outlook.com.
ico.org.uk,10,wikidata;linkgraph;directory,Information Commissioner's Office,central,200,5 ico-org-uk.mail.protection.outlook.com.
nhsbsa.nhs.uk,10,linkgraph;directory,NHS Business Services Authority (Special health authority),,301,5 nhsbsa-nhs-uk.mail.protection.outlook.com.
nsandi.com,10,wikidata;wikidata;directory,National Savings and Investments,,301,10 mx3.nsandi.com.; 0 nsandi-com.mail.protection.outlook.com.; 10 mx4.nsandi.com.
ofcom.org.uk,10,wikidata;linkgraph;directory,Ofcom,,301,5 ofcom-org-uk.mail.protection.outlook.com.
ombudsman.org.uk,10,wikidata;linkgraph;directory,Parliamentary and Health Service Ombudsman,,301,0 ombudsman-org-uk.mail.protection.outlook.com.
ordnancesurvey.co.uk,10,wikidata;wikidata;wikidata;linkgraph;directory,British Ordnance Survey,,301,10 ordnancesurvey.mail.protection.outlook.com.
parliament.uk,10,wikidata;wikidata;wikidata;wikidata;linkgraph;directory,House of Commons | Parliament of the United Kingdom | House of Lords,central,301,10 eu-smtp-inbound-1.mimecast.com.; 10 eu-smtp-inbound-2.mimecast.com.
rbht.nhs.uk,10,wikidata;wikidata;linkgraph,NIHR Royal Brompton Cardiovascular Biomedical Research Unit | NIHR Royal Brompton Respiratory Biomedical Research Unit,,301,50 mail.nhs.uk.
hee.nhs.uk,9,wikidata;linkgraph,Health Education England,,301,10 mail.nhs.uk.
llyw.cymru,9,wikidata;wikidata;linkgraph,Welsh Government,central-1,301,0 llyw-cymru.mail.protection.outlook.com.
nhs.uk,9,wikidata;linkgraph,National Health Service,,301,50 mail.nhs.uk.
postoffice.co.uk,9,linkgraph;directory,Post Office (Public corporation),,301,5 eu-smtp-inbound-1.mimecast.com.; 5 eu-smtp-inbound-2.mimecast.com.
senedd.wales,9,wikidata;wikidata;wikidata;linkgraph,Senedd,central-1,HttpTimeoutException: request timed out,0 senedd-wales.mail.protection.outlook.com.
admin.ox.ac.uk,8,wikidata;wikidata,University Chest,,ConnectException,4 oxforduni.in.tmes.trendmicro.eu.
ahdb.org.uk,8,wikidata;directory,Agriculture and Horticulture Development Board,,200,0 ahdb-org-uk.mail.protection.outlook.com.
arb.org.uk,8,wikidata;directory,Architects Registration Board,,200,10 eu-smtp-inbound-2.mimecast.com.; 10 eu-smtp-inbound-1.mimecast.com.
aria.org.uk,8,wikidata;directory,Advanced Research & Invention Agency,,200,1 ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.
awe.co.uk,8,wikidata;directory,Atomic Weapons Establishment,,ConnectException,5 awe-co-uk.mail.protection.outlook.com.
bbsrc.ac.uk,8,wikidata;directory,Agricultural and Food Research Council,,302,2 bbsrc-ac-uk.mail.protection.outlook.com.
boundarycommission.org.uk,8,wikidata;directory,Boundary Commission for Northern Ireland,,301,20 mx-02-eu-west-1.prod.hydra.sophos.com.; 10 mx-01-eu-west-1.prod.hydra.sophos.com.
btpa.police.uk,8,wikidata;directory,British Transport Police Authority,,200,0 aspmx.l.google.com.
caa.co.uk,8,wikidata;directory,Civil Aviation Authority,central,301,10 caa-co-uk.mail.protection.outlook.com.
catribunal.org.uk,8,wikidata;directory,Competition Appeal Tribunal,,301,1 catribunal-org-uk.mail.protection.outlook.com.
dsma.uk,8,wikidata;directory,Defence and Security Media Advisory Committee,,301,50 ms29550226.msv1.invalid.; 1 dsma-uk.mail.protection.outlook.com.
eic.independent-commission.uk,8,wikidata;directory,Ethics and Integrity Commission,,200,none
eoni.org.uk,8,wikidata;directory,Electoral Office for Northern Ireland,,200,0 eoni-org-uk.mail.protection.outlook.com.
