hostname,score,sources,label,level
agriculture.govmu.org,6,wikidata;wikidata,Ministry of Agro Industry and Food Security,central
gender.govmu.org,6,wikidata;wikidata,"Ministry of Gender Equality, Child Development and Family Welfare",central
health.govmu.org,6,wikidata;wikidata,Ministry of Health and Quality of Life,central
mauritiusassembly.govmu.org,6,wikidata;wikidata,National Assembly of Mauritius,central
mof.govmu.org,6,wikidata;wikidata,Ministry of Finance and Economic Development,central
tourism.govmu.org,6,wikidata;wikidata,Ministry of Tourism,central
govmu.org,5,un_desa,UN/DESA national portal,
supremecourt.govmu.org,5,wikidata,Supreme Court of Mauritius,central
ambchine.mu,4,wikidata,"Embassy of the People's Republic of China, Quatre Bornes",central
bom.mu,4,wikidata,Bank of Mauritius,
hec.mu,4,wikidata,Higher Education Commission,
icac.mu,4,wikidata,Independent Commission Against Corruption,
msb.intnet.mu,4,wikidata,Mauritius Standards Bureau,
mu.usembassy.gov,4,wikidata,embassy of the United States in Mauritius,central
ncb.mu,4,wikidata,National Computer Board,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Mauritius and to the Seychelles,central
mauritius.mid.ru,3,wikidata,embassy of Russia in Mauritius,central
moi.govmu.org,3,wikidata,Mauritius Oceanography Institute,
mu.ambafrance.org,3,wikidata,"Embassy of France, Port Louis",central
mymauritius.travel,3,wikidata,Mauritius Tourism Promotion Authority,
national-library.govmu.org,3,wikidata,National Library of Mauritius,
nationalarchives.govmu.org,3,wikidata,National Archives of Mauritius,
police.govmu.org,3,wikidata,Mauritius Police Force,central
reci-rodrigues.com,3,wikidata,Rodrigues Economic Chamber and Industry,
southafrica.diplo.de,3,wikidata,"Honorary Consulate of Germany, Goodlands",
