subdomain,parent_domain,http_status,mx
18ccem.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
agriculture.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
attorneygeneral.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
autodiscover.mail.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'autodiscover.mail.gov.mu',none
civilservice.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
co-operatives.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
companies.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
conservatoire.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
csfpsb.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
ctb.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
culture.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
cwa.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
disability.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
dpc.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
economicdevelopment.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
education.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
eforms.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'eforms.gov.mu',none
environment.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
eproc.publicprocurement.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'eproc.publicprocurement.gov.mu',none
eregistry.mof.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'eregistry.mof.gov.mu',none
externalcom.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
farc.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
finance.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
fisheries.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
flamboyant.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
forestry.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
g2g.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
gis.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
goc.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
gov.mu,gov.mu,,none
greenict.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
health.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
housing.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
iba.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
incometax.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
industry.gov.mu,gov.mu,Connection timed out after 3000 milliseconds,none
infotech.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
la.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'la.gov.mu',none
lgsc.gov.mu,gov.mu,Connection timed out after 3000 milliseconds,none
localgovernment.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
lottery.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
mail.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
mandelacentre.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
mauritiusassembly.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
ministry-education.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
mof.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
moi.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
mrod.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
mstc.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
national-library.gov.mu,gov.mu,Connection timed out after 3000 milliseconds,none
ncb.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
nhrc.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
nictsp.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
oco.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
passport.gov.mu,gov.mu,Connection timed out after 3000 milliseconds,none
pm.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
police.gov.mu,gov.mu,Could not resolve host: police.gov.mu,none
primeminister.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
publicinfrastructure.gov.mu,gov.mu,Connection timed out after 3000 milliseconds,none
publicutilities.gov.mu,gov.mu,Failed to connect to publicutilities.gov.mu port 443 after 2325 ms: Could not connect to server,none
rgsc.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
rpa.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
socialsecurity.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
suicideprevention.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
telecomit.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
tourism.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
uiep.gov.mu,gov.mu,Could not resolve host: uiep.gov.mu,none
valuation.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
wma.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
women.gov.mu,gov.mu,Connection timed out after 3000 milliseconds,none
www.gov.mu,gov.mu,Connection timed out after 3002 milliseconds,none
www.www1.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'www.www1.gov.mu',none
www1.gov.mu,gov.mu,SSL: no alternative certificate subject name matches target hostname 'www1.gov.mu',none
youthsport.gov.mu,gov.mu,Connection timed out after 3001 milliseconds,none
