type,label,website,hostname
ministry,"Ministry of Public Health","http://moph.gov.af/en",moph.gov.af
ministry,"Ministry of Defense","http://www.mod.gov.af",mod.gov.af
ministry,"Ministry of Counter Narcotics of Afghanistan","http://www.mcn.gov.af",mcn.gov.af
ministry,"Ministry of Economy","http://moec.gov.af/en",moec.gov.af
ministry,"Ministry of Women's Affairs","https://mowa.gov.af/en",mowa.gov.af
ministry,"Ministry of Mines and Petroleum","https://momp.gov.af",momp.gov.af
ministry,"Ministry of Communications and Information Technology","http://mcit.gov.af/en",mcit.gov.af
ministry,"Ministry of Finance","https://mof.gov.af/en",mof.gov.af
ministry,"Ministry of Commerce and Industries","http://www.commerce.gov.af/",commerce.gov.af
ministry,"Ministry of Hajj and Islamic Affairs","http://www.mohia.gov.af/en",mohia.gov.af
ministry,"Ministry of Agriculture, Irrigation and Livestock of Afghanistan","http://mail.gov.af",mail.gov.af
ministry,"Ministry of Water and Energy Islamic Emirate of Afganistan","http://mew.gov.af/en/",mew.gov.af
ministry,"Ministry of the Interior Islamic Emirate of Afghanistan (2021)","http://moi.gov.af",moi.gov.af
ministry,"Ministry of Education","http://moe.gov.af/en",moe.gov.af
ministry,"Ministry of Higher Education","http://www.mohe.gov.af/?lang=en",mohe.gov.af
ministry,"Ministry of Justice","https://moj.gov.af/en",moj.gov.af
ministry,"Ministry of Rural Rehabilitation and Development Afghanistan","http://www.mrrd.gov.af",mrrd.gov.af
ministry,"Ministry of Foreign Affairs of the Islamic Emirate of Afghanistan","http://mfa.gov.af",mfa.gov.af
parliament,"National Assembly of Afghanistan","http://www.parliament.af",parliament.af
supreme_court,"National Assembly of Afghanistan","http://www.parliament.af",parliament.af
