hostname,score,sources,label,level
cdhcm.org.mx,4,wikidata,Comisión de Derechos Humanos de la Ciudad de México,central-1
ieechihuahua.org.mx,4,wikidata,Q110720948,central-1
uas.edu.mx,7,wikidata;wikidata,Autonomous University of Sinaloa,university
udg.mx,7,wikidata;wikidata,University of Guadalajara,university
unam.mx,7,wikidata;wikidata,National Autonomous University of Mexico,university
unpa.edu.mx,7,wikidata;wikidata,Universidad del Papaloapan,university
benm.mx,4,wikidata,Benemérita Escuela Nacional de Maestros,university
iedep.edu.mx,4,wikidata,Digital Education Institute of Puebla,university
inaoep.mx,4,wikidata,"National Institute of Astrophysics, Optics and Electronics",university
uach.mx,4,wikidata,Autonomous University of Chihuahua,university
uam.mx,4,wikidata,Universidad Autónoma Metropolitana,university
uaslp.mx,4,wikidata,Autonomous University of San Luis Potosí,university
uat.edu.mx,4,wikidata,Autonomous University of Tamaulipas,university
ucnl.edu.mx,4,wikidata,Universidad Ciudadana de Nuevo León,university
udemex.edu.mx,4,wikidata,Mexico State Digital University,university
ujat.mx,4,wikidata,Universidad Juárez Autónoma de Tabasco,university
umich.mx,4,wikidata,Universidad Michoacana de San Nicolás de Hidalgo,university
unadmexico.mx,4,wikidata,Open and Distance Education University of Mexico,university
unideh.edu.mx,4,wikidata,Hidalgo State Digital University,university
uno.edu.mx,4,wikidata,Universidad de Oriente,university
upqroo.edu.mx,4,wikidata,Polytechnic University of Quintana Roo,university
utn.edu.mx,4,wikidata,University of Technology Nezahualcóyotl,university
utneza.edu.mx,4,wikidata,University of Technology Nezahualcóyotl,university
uv.mx,4,wikidata,Universidad Veracruzana,university
uveg.edu.mx,4,wikidata,Guanajuato State Virtual University,university
uvegro.edu.mx,4,wikidata,Virtual University of Guerrero,university
