field,text
country_name,"Democratic Socialist Republic of Sri Lanka"
government_type,"presidential republic"
capital,"Colombo (commercial capital); Sri Jayewardenepura Kotte (legislative capital)"
chief_of_state,"President Anura Kumara DISSANAYAKE (since 23 September 2024)"
head_of_government,"President Anura Kumara DISSANAYAKE (since 23 September 2024)"
judicial_highest_courts,"Supreme Court of the Republic (consists of the chief justice and 9 justices); has exclusive jurisdiction to review legislation"
constitution_history,"several previous; latest adopted 16 August 1978, certified 31 August 1978"
