field,text
country_name,"Republic of Paraguay"
government_type,"presidential republic"
capital,"Asunción"
chief_of_state,"President Santiago PEÑA Palacios (since 15 August 2023)"
head_of_government,"President Santiago PEÑA Palacios (since 15 August 2023)"
judicial_highest_courts,"Supreme Court of Justice or Corte Suprema de Justicia (consists of 9 justices divided 3 each into the Constitutional Court, Civil and Commercial Chamber, and Criminal Division)"
constitution_history,"several previous; latest approved and promulgated 20 June 1992"
