hostname,score,sources,label,level,http_status,mx
cbnuh.or.kr,7,wikidata;wikidata,Chungbuk National University Hospital,,ConnectException,10 mail.cbnuh.or.kr.
cnuh.co.kr,7,wikidata;wikidata,Chungnam National University Hospital,,403,20 sg.cnuh.co.kr.
council.chungbuk.kr,7,wikidata;wikidata,North Chungcheong Province municipal council,central-1,HttpTimeoutException: request timed out,none
council.gangwon.kr,7,wikidata;wikidata,Gangwon State Council,central-1,403,none
council.jeju.kr,7,wikidata;wikidata,Jeju municipal council,central-1,IOException: HTTP/1.1 header parser received no bytes,none
council.ulsan.kr,7,wikidata;wikidata;wikidata,Ulsan Metropolitan Council,central-1,200,none
cuh.co.kr,7,wikidata;wikidata,Jeonbuk National University Hospital,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cuh.co.kr found.,5 spam.cuh.co.kr.; 10 mail.cuh.co.kr.
ex.co.kr,7,wikidata;wikidata,Korea Expressway Corporation,,HttpConnectTimeoutException: HTTP connect timed out,0 spam.ex.co.kr.; 30 minwon.ex.co.kr.; 20 mail2.ex.co.kr.
fira.or.kr,7,wikidata;wikidata,Korea Fisheries Resources Agency,,405,10 gcmx01.govkorea.kr.; 10 gcmx05.govkorea.kr.; 10 gcmx02.govkorea.kr.; 10 gcmx03.govkorea.kr.
foodinfo.or.kr,7,wikidata;wikidata,National Food Safety Information Service,,405,10 wblock.foodinfo.or.kr.
gncl.or.kr,7,wikidata;wikidata,South Gyeongsang Province municipal council,central-1,ConnectException,none
gnuh.co.kr,7,wikidata;wikidata,Gyeongsang National University Hospital,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 spam.gnuh.co.kr.
grac.or.kr,7,wikidata;wikidata,Game Rating and Administration Committee,,200,10 spamout.grac.or.kr.
hira.or.kr,7,wikidata;wikidata,Health Insurance Review and Assessment Service,,ConnectException,0 spam.hira.or.kr.
home.kepco.co.kr,7,wikidata;wikidata,Korea Electric Power Corporation,,200,none
i815.or.kr,7,wikidata;wikidata,Independence Hall of Korea,,200,10 idhmail.i815.or.kr.
ibs.re.kr,7,wikidata;wikidata,Institute for Basic Science,,302,5 spam.ibs.re.kr.
icpa.or.kr,7,wikidata;wikidata,Incheon Port Authority,,301,10 gcmx02.govkorea.kr.; 10 gcmx05.govkorea.kr.; 10 gcmx01.govkorea.kr.; 10 gcmx03.govkorea.kr.
iitp.kr,7,wikidata;wikidata,Institute for Information and Communications Technology Planning and Evaluation,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 spam.iitp.kr.
jbstatecouncil.jeonbuk.kr,7,wikidata;wikidata,North Jeolla Province municipal council,central-1,200,5 spam.korea.kr.
jcs.mil.kr,7,wikidata;wikidata,Joint Chiefs of Staff,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 govmail.gcc.go.kr.
jejunuh.co.kr,7,wikidata;wikidata,Jeju National University Hospital,,200,20 mail.jejunuh.co.kr.; 10 smtp.jejunuh.co.kr.
kaia.re.kr,7,wikidata;wikidata,Korea Agency for Infrastructure Technology Advancement,,HttpConnectTimeoutException: HTTP connect timed out,5 zmx129.mailplug.com.
kanc.re.kr,7,wikidata;wikidata,Korea Advanced Nano Fab Center,,200,10 zmx123.mailplug.com.
kari.re.kr,7,wikidata;wikidata,Korea Aerospace Research Institute,,301,0 gatescan.kari.re.kr.
katon.or.kr,7,wikidata;wikidata,Korea Navigation Beacon Technology Institute,,302,10 wblock.katon.or.kr.
kdemo.or.kr,7,wikidata;wikidata,Korea Democracy Foundation,,200,9 spam.kdemo.or.kr.
kdic.or.kr,7,wikidata;wikidata,Korea Deposit Insurance Corporation,,301,1 spam.kdic.or.kr.; 5 webmail.kdic.or.kr.
keei.re.kr,7,wikidata;wikidata,Korea Energy Economics Institute,,200,0 mail.keei.re.kr.
kei.re.kr,7,wikidata;wikidata,Korea Environment Institute,,404,10 spam.kei.re.kr.
keit.re.kr,7,wikidata;wikidata,Korea Planning & Evaluation Institute of Industrial Technology,,405,10 mx01.govkorea.com.; 10 mx02.govkorea.com.
keiti.re.kr,7,wikidata;wikidata,Korea Environmental Industry and Technology Institute,,200,10 gcmx05.govkorea.kr.; 10 gcmx02.govkorea.kr.; 10 gcmx01.govkorea.kr.; 10 gcmx03.govkorea.kr.
