hostname,score,sources,label,level
cbnuh.or.kr,7,wikidata;wikidata,Chungbuk National University Hospital,
cnuh.co.kr,7,wikidata;wikidata,Chungnam National University Hospital,
cuh.co.kr,7,wikidata;wikidata,Jeonbuk National University Hospital,
ex.co.kr,7,wikidata;wikidata,Korea Expressway Corporation,
fira.or.kr,7,wikidata;wikidata,Korea Fisheries Resources Agency,
foodinfo.or.kr,7,wikidata;wikidata,National Food Safety Information Service,
gnuh.co.kr,7,wikidata;wikidata,Gyeongsang National University Hospital,
grac.or.kr,7,wikidata;wikidata,Game Rating and Administration Committee,
hira.or.kr,7,wikidata;wikidata,Health Insurance Review and Assessment Service,
home.kepco.co.kr,7,wikidata;wikidata,Korea Electric Power Corporation,
i815.or.kr,7,wikidata;wikidata,Independence Hall of Korea,
ibs.re.kr,7,wikidata;wikidata,Institute for Basic Science,
icpa.or.kr,7,wikidata;wikidata,Incheon Port Authority,
iitp.kr,7,wikidata;wikidata,Institute for Information and Communications Technology Planning and Evaluation,
jcs.mil.kr,7,wikidata;wikidata,Joint Chiefs of Staff,
jejunuh.co.kr,7,wikidata;wikidata,Jeju National University Hospital,
kaia.re.kr,7,wikidata;wikidata,Korea Agency for Infrastructure Technology Advancement,
kanc.re.kr,7,wikidata;wikidata,Korea Advanced Nano Fab Center,
kari.re.kr,7,wikidata;wikidata,Korea Aerospace Research Institute,
katon.or.kr,7,wikidata;wikidata,Korea Navigation Beacon Technology Institute,
kdemo.or.kr,7,wikidata;wikidata,Korea Democracy Foundation,
kdic.or.kr,7,wikidata;wikidata,Korea Deposit Insurance Corporation,
keei.re.kr,7,wikidata;wikidata,Korea Energy Economics Institute,
kei.re.kr,7,wikidata;wikidata,Korea Environment Institute,
keit.re.kr,7,wikidata;wikidata,Korea Planning & Evaluation Institute of Industrial Technology,
keiti.re.kr,7,wikidata;wikidata,Korea Environmental Industry and Technology Institute,
ketep.re.kr,7,wikidata;wikidata,Korea Institute of Energy Technology Evaluation and Planning,
khidi.or.kr,7,wikidata;wikidata,Korea Health Industry Development Institute,
khnp.co.kr,7,wikidata;wikidata,Korea Hydro & Nuclear Power,
