hostname,score,sources,label,level
council.chungbuk.kr,7,wikidata;wikidata,North Chungcheong Province municipal council,central-1
council.gangwon.kr,7,wikidata;wikidata,Gangwon State Council,central-1
council.jeju.kr,7,wikidata;wikidata,Jeju municipal council,central-1
council.ulsan.kr,7,wikidata;wikidata;wikidata,Ulsan Metropolitan Council,central-1
gncl.or.kr,7,wikidata;wikidata,South Gyeongsang Province municipal council,central-1
jbstatecouncil.jeonbuk.kr,7,wikidata;wikidata,North Jeolla Province municipal council,central-1
provin.gangwon.kr,7,wikidata;wikidata,Gangwon State Office,central-1
smc.seoul.kr,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Seoul municipal council,central-1
council.chungnam.net,6,wikidata;wikidata,South Chungcheong Province municipal council,central-1
sobang.kr,4,wikidata,Jeollabuk-do Fire Department,central-1
cb119.net,3,wikidata,Chungcheongbuk-do Fire Department,central-1
council.gwangju.kr,7,wikidata;wikidata;wikidata,Gwangju municipal council,local
dyoe.kr,4,wikidata,Gyeonggi Dongducheon Yangju Office of Education,local
educn.or.kr,4,wikidata,Gyeongsangnam-do Changnyeong Office of Education,local
eduhy.or.kr,4,wikidata,Gyeongsangnam-do Hamyang Office of Education,local
edunh.or.kr,4,wikidata,Gyeongsangnam-do Namhae Office of Education,local
eduys.or.kr,4,wikidata,Gyeongsangnam-do Yangsan Office of Education,local
gnure.kr,4,wikidata,Gyeongsangnam-do Uiryeong Office of Education,local
goean.kr,4,wikidata,Gyeonggi Anseong Office of Education,local
goeas.kr,4,wikidata,Gyeonggi Ansan Office of Education,local
goeay.kr,4,wikidata,Gyeonggi Anyang Gwacheon Office of Education,local
goebc.kr,4,wikidata,Gyeonggi Bucheon Office of Education,local
goegh.kr,4,wikidata,Gyeonggi Gwangju Hanam Office of Education,local
goegm.kr,4,wikidata,Gyeonggi Gwangmyeong Office of Education,local
goegn.kr,4,wikidata,Gyeonggo Guri Namyangju Office of Education,local
goegp.kr,4,wikidata,Gyeonggi Gapyeong Office of Education,local
goepc.kr,4,wikidata,Gyeonggi Pocheon Office of Education,local
goepj.kr,4,wikidata,Gyeonggi Paju Office of Education,local
goept.kr,4,wikidata,Gyeonggi Pyeongtaek Office of Education,local
goesh.kr,4,wikidata,Gyeonggi Siheung Office of Education,local
goesn.kr,4,wikidata,Gyeonggi Seongnam Office of Education,local
goesw.kr,4,wikidata,Gyeonggi Suwon Office of Education,local
goeujb.kr,4,wikidata,Gyeonggi Uijeongbu Office of Education,local
goeyc.kr,4,wikidata,Gyeonggi Yeoncheon Office of Education,local
goeyi.kr,4,wikidata,Gyeonggi Yongin Office of Education,local
goeyj.kr,4,wikidata,Gyeonggi Yeoju Office of Education,local
goeyp.kr,4,wikidata,Gyeonggi Yangpyeong Office of Education,local
gpoe.kr,4,wikidata,Gyeonggi Gimpo Office of Education,local
junggucouncil.daegu.kr,4,wikidata,Q109456646,local
