subdomain,parent_domain,http_status
1010.eidc.gov.ly,gov.ly,Could not resolve host: 1010.eidc.gov.ly
aca.gov.ly,gov.ly,200
admin.caa.gov.ly,gov.ly,403
admtech.tve.gov.ly,gov.ly,Could not resolve host: admtech.tve.gov.ly
agpc.gov.ly,gov.ly,Could not resolve host: agpc.gov.ly
agriculture.gov.ly,gov.ly,301
aic.gov.ly,gov.ly,Connection timed out after 3003 milliseconds
airnavigation.caa.gov.ly,gov.ly,403
airtransport.caa.gov.ly,gov.ly,Could not resolve host: airtransport.caa.gov.ly
aladel.gov.ly,gov.ly,301
alfalah.agriculture.gov.ly,gov.ly,Could not resolve host: alfalah.agriculture.gov.ly
anga.moi.gov.ly,gov.ly,Could not resolve host: anga.moi.gov.ly
ans.caa.gov.ly,gov.ly,403
apply.foreign.gov.ly,gov.ly,SSL: no alternative certificate subject name matches target hostname 'apply.foreign.gov.ly'
apps.eidc.gov.ly,gov.ly,Could not resolve host: apps.eidc.gov.ly
ar.eidc.gov.ly,gov.ly,Could not resolve host: ar.eidc.gov.ly
archive.caa.gov.ly,gov.ly,403
ardo.gov.ly,gov.ly,200
atd.caa.gov.ly,gov.ly,403
attorneygeneral.gov.ly,gov.ly,200
audit.gov.ly,gov.ly,200
autodiscover.aca.gov.ly,gov.ly,Failed to connect to autodiscover.aca.gov.ly port 443 after 268 ms: Could not connect to server
autodiscover.agriculture.gov.ly,gov.ly,Could not resolve host: autodiscover.agriculture.gov.ly
autodiscover.bwmc.gov.ly,gov.ly,Could not resolve host: autodiscover.bwmc.gov.ly
autodiscover.cbl.gov.ly,gov.ly,Failed to connect to autodiscover.cbl.gov.ly port 443 after 63 ms: Could not connect to server
autodiscover.culture.gov.ly,gov.ly,Failed to connect to autodiscover.culture.gov.ly port 443 after 319 ms: Could not connect to server
autodiscover.edu.gov.ly,gov.ly,Could not resolve host: autodiscover.edu.gov.ly
autodiscover.finance.gov.ly,gov.ly,Failed to connect to autodiscover.finance.gov.ly port 443 after 259 ms: Could not connect to server
autodiscover.gharyan.gov.ly,gov.ly,SSL certificate problem: certificate has expired
autodiscover.gib.gov.ly,gov.ly,SSL certificate problem: certificate has expired
autodiscover.gwra.gov.ly,gov.ly,400
autodiscover.haras.gov.ly,gov.ly,SSL certificate problem: certificate has expired
autodiscover.hcc.gov.ly,gov.ly,400
autodiscover.health.gov.ly,gov.ly,Could not resolve host: autodiscover.health.gov.ly
autodiscover.higheredu.gov.ly,gov.ly,Could not resolve host: autodiscover.higheredu.gov.ly
autodiscover.ibfs.gov.ly,gov.ly,400
autodiscover.idc.gov.ly,gov.ly,Could not resolve host: autodiscover.idc.gov.ly
autodiscover.khoms.gov.ly,gov.ly,SSL certificate problem: certificate has expired
autodiscover.lcssr.gov.ly,gov.ly,Could not resolve host: autodiscover.lcssr.gov.ly
autodiscover.lgm.gov.ly,gov.ly,Could not resolve host: autodiscover.lgm.gov.ly
autodiscover.mafmm.gov.ly,gov.ly,Failed to connect to autodiscover.mafmm.gov.ly port 443 after 116 ms: Could not connect to server
autodiscover.mfz.gov.ly,gov.ly,400
autodiscover.mhu.gov.ly,gov.ly,Could not resolve host: autodiscover.mhu.gov.ly
autodiscover.mia.gov.ly,gov.ly,400
autodiscover.misrata.gov.ly,gov.ly,526
autodiscover.mm.gov.ly,gov.ly,Could not resolve host: autodiscover.mm.gov.ly
autodiscover.moe.gov.ly,gov.ly,400
autodiscover.moi.gov.ly,gov.ly,500
autodiscover.mwr.gov.ly,gov.ly,400
autodiscover.nchsr.gov.ly,gov.ly,400
autodiscover.nipa.gov.ly,gov.ly,SSL certificate problem: certificate has expired
autodiscover.phif.gov.ly,gov.ly,400
autodiscover.sj.gov.ly,gov.ly,Could not resolve host: autodiscover.sj.gov.ly
autodiscover.tadamon.gov.ly,gov.ly,Could not resolve host: autodiscover.tadamon.gov.ly
autodiscover.tajoura.gov.ly,gov.ly,Could not resolve host: autodiscover.tajoura.gov.ly
autodiscover.tourism.gov.ly,gov.ly,Could not resolve host: autodiscover.tourism.gov.ly
autodiscover.tripoli.gov.ly,gov.ly,400
autodiscover.zliten.gov.ly,gov.ly,400
autodiscover.zuwarah.gov.ly,gov.ly,Could not resolve host: autodiscover.zuwarah.gov.ly
azzawiya.gov.ly,gov.ly,301
bank.eidc.gov.ly,gov.ly,Could not resolve host: bank.eidc.gov.ly
ben.ssf.gov.ly,gov.ly,Could not resolve host: ben.ssf.gov.ly
benghazi.planning.gov.ly,gov.ly,403
bwmc.gov.ly,gov.ly,Could not resolve host: bwmc.gov.ly
caa.gov.ly,gov.ly,307
cbl.gov.ly,gov.ly,200
cccl4.gov.ly,gov.ly,Could not resolve host: cccl4.gov.ly
cert.gov.ly,gov.ly,403
cieid.gov.ly,gov.ly,Could not resolve host: cieid.gov.ly
cmd.gov.ly,gov.ly,Could not resolve host: cmd.gov.ly
consjed.foreign.gov.ly,gov.ly,Resolving timed out after 3000 milliseconds
consst.foreign.gov.ly,gov.ly,Could not resolve host: consst.foreign.gov.ly
cpanel.aca.gov.ly,gov.ly,200
cpanel.agriculture.gov.ly,gov.ly,200
cpanel.aladel.gov.ly,gov.ly,Could not resolve host: cpanel.aladel.gov.ly
cpanel.benghazi.planning.gov.ly,gov.ly,200
cpanel.bwmc.gov.ly,gov.ly,Could not resolve host: cpanel.bwmc.gov.ly
cpanel.caa.gov.ly,gov.ly,Could not resolve host: cpanel.caa.gov.ly
cpanel.culture.gov.ly,gov.ly,Could not resolve host: cpanel.culture.gov.ly
cpanel.defense.gov.ly,gov.ly,Could not resolve host: cpanel.defense.gov.ly
cpanel.edu.gov.ly,gov.ly,Could not resolve host: cpanel.edu.gov.ly
