hostname,http_status,mx
a-star.edu.sg,301,0 astar-edu-sg0c.mail.protection.outlook.com.
ahtc.sg,301,10 antispam.iqon-global.com.
aisingapore.org,200,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.
amktc.org.sg,200,0 amktc-org-sg.mail.protection.outlook.com.
angolaembassy.sg,ConnectException,none
austcham.org.sg,301,5 d505431.a.ess.au.barracudanetworks.com.; 10 d505431.b.ess.au.barracudanetworks.com.
bdhc.sg,501,none
btptc.org.sg,200,0 btptc-org-sg.mail.eo.outlook.com.
ccktc.org.sg,301,0 ccktc-org-sg.mail.protection.outlook.com.
chinaembassy.org.sg,403,1 alltheemails.com.
dso.org.sg,HttpConnectTimeoutException: HTTP connect timed out,0 dso-org-sg.y-v1.mx.microsoft.
ectc.org.sg,301,10 ectc-org-sg.mail.protection.outlook.com.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
embassycrsg.com,301,5 mx-ef.myregisteredsite.com.; 10 mx-ef.myregisteredsite.com.
finlandabroad.fi,301,10 mail.valtori.fi.
hbptc.org.sg,301,0 hbptc-org-sg.mail.eo.outlook.com.
holyrosaryprovince.org,301,none
international.gouv.qc.ca,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching international.gouv.qc.ca found.,none
iseas.edu.sg,301,20 msweeper0.iseas.edu.sg.; 10 msweeper.iseas.edu.sg.; 0 iseas-edu-sg.mail.protection.outlook.com.
ite.edu.sg,301,10 ite-edu-sg.mail.protection.outlook.com.
jbtc.org.sg,200,0 jbtc-org-sg.mail.protection.outlook.com.
jrtc.org.sg,302,1 jrtc-org-sg.mail.eo.outlook.com.
maldivesmission.sg,301,none
mfa.gr,403,10 mailhost.mfa.gr.
mptc.org.sg,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,11 mptc-org-sg.mail.eo.outlook.com.
myttc.org.sg,301,0 myttc-org-sg.mail.protection.outlook.com.
namic.sg,200,0 namic-sg.mail.protection.outlook.com.
ncpg.org.sg,301,0 ncpg-org-sg.mail.protection.outlook.com.
ncss.org.sg,HttpConnectTimeoutException: HTTP connect timed out,none
nhic.sg,301,none
norway.no,301,0 mx.domeneshop.no.
npm.sg,301,none
prpg-tc.org.sg,ConnectException,none
rwandahighcomm.org.sg,ConnectException,none
sal.org.sg,403,6 sal-org-sg.mail.protection.outlook.com.
sbf.org.sg,301,10 au-smtp-inbound-2.mimecast.com.; 10 au-smtp-inbound-1.mimecast.com.
sbtc.org.sg,200,0 sbtc-org-sg.mail.protection.outlook.com.
sccci.org.sg,301,0 sccci.in.tmes.trendmicro.com.; 10 sccci-org-sg.mail.protection.outlook.com.
sg.ambafrance.org,301,none
sg.mfa.lt,403,none
sile.edu.sg,301,30 sile-edu-sg.mail.protection.outlook.com.
singapore.cz,HttpTimeoutException: request timed out,1 wes1-mx2.wedos.net.; 1 wes1-mx1.wedos.net.; 10 wes1-mx-backup.wedos.net.
singapore.mae.ro,503,none
singapore.mfa.ee,200,none
singapore.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
singapore.thaiembassy.org,200,none
singapore.um.dk,301,none
singapur.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
sktc.sg,200,0 sktc-sg.mail.protection.outlook.com.
sp.mofaic.gov.ae,ConnectException,none
swedenabroad.se,301,none
szingapur.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
taiwanembassy.org,302,none
tampines.org.sg,301,none
tptc.org.sg,301,0 tptc-org-sg.mail.eo.outlook.com.
uzembassy.sg,500,0 uzembassy.sg.
visitsingapore.com,308,none
wctc.org.sg,404,10 wctc-org-sg.mail.eo.outlook.com.
