field,text
country_name,"Republic of Tunisia"
government_type,"parliamentary republic"
capital,"Tunis"
chief_of_state,"President Kais SAIED (since 23 October 2019)"
head_of_government,"Prime Minister Sarra ZAAFRANI Zenzri (since 21 March 2025)"
judicial_highest_courts,"Court of Cassation (consists of the first president, chamber presidents, and magistrates; organized into 27 civil and 11 criminal chambers)"
constitution_history,"several previous; latest draft published by the president 30 June 2022, approved by referendum 25 July 2022, and adopted 27 July 2022"
