type,label,website,hostname
ministry,"Ministry of Education","http://www.moeskn.org/",moeskn.org
ministry,"Ministry of Foreign Affairs","http://www.foreign.gov.kn/",foreign.gov.kn
parliament,"National Assembly","https://www.parliament.gov.kn/",parliament.gov.kn
supreme_court,"National Assembly","https://www.parliament.gov.kn/",parliament.gov.kn
