qid,label
Q131198,Heard Island and McDonald Islands
Q133888,Ashmore and Cartier Islands
Q15577,Jervis Bay Territory
Q172216,Coral Sea Islands
Q178994,Australian Antarctic Territory
Q31057,Norfolk Island
Q31063,Christmas Island
Q3206,Western Australia
Q3224,New South Wales
Q3235,Northern Territory
Q3258,Australian Capital Territory
Q34366,Tasmania
Q35715,South Australia
Q36004,Cocos (Keeling) Islands
Q36074,Queensland
Q36687,Victoria
