hostname,score,sources,label,level,http_status,mx
sodisce.si,9,wikidata;wikidata,Administrative Court of the Republic of Slovenia | Supreme Court of the Republic of Slovenia,central,200,10 mail1.gov.si.; 10 mail3.gov.si.; 10 mail4.gov.si.; 10 mail2.gov.si.
dz-rs.si,7,wikidata;wikidata;wikidata,Slovenian Parliament | National Assembly,central,ConnectException,10 mail1.gov.si.; 10 mail3.gov.si.; 10 mail4.gov.si.; 10 mail2.gov.si.
ip-rs.si,7,wikidata;linkgraph,Information Commissioner of the Republic of Slovenia,central,301,10 mail3.gov.si.; 10 mail2.gov.si.; 10 mail1.gov.si.; 10 mail4.gov.si.
lpp.si,7,wikidata;wikidata,Ljubljana Passenger Transport,,301,10 mx2.jhl.si.; 10 mx.jhl.si.
nijz.si,7,wikidata;wikidata,National Institute of Public Health,,200,50 obrezje1.nijz.si.; 10 obrezje2.nijz.si.
dominikanci.hr,6,wikidata;wikidata,Croatian Dominican Province,,200,30 mx30.antispam.mailspamprotection.com.; 20 mx20.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.
slowenien.ahk.de,6,wikidata;wikidata,German-Slovenian Chamber of Industry and Commerce,,302,none
us-rs.si,6,wikidata,Constitutional Court of Slovenia,,301,10 mail4.gov.si.; 10 mail1.gov.si.; 10 mail2.gov.si.; 10 mail3.gov.si.
vlada.si,6,un_desa,UN/DESA national portal,,SSLHandshakeException: Remote host terminated the handshake,10 mail4.gov.si.; 10 mail3.gov.si.; 10 mail1.gov.si.; 10 mail2.gov.si.
a-tvp.si,4,wikidata,Securities Market Agency,,301,10 atvp-si-1.fortimailcloud.com.; 20 atvp-si-2.fortimailcloud.com.
agen-rs.si,4,wikidata,Energy Agency of the Republic of Slovenia,,200,10 mail.agen-rs.si.; 5 smtp.agen-rs.si.
ambasadabih.si,4,wikidata,embassy of Bosnia and Herzegovina in Slovenia,central,200,none
arao.si,4,wikidata,Radioactive Waste Management Agency,,200,0 arao-si.mail.protection.outlook.com.
bsi.si,4,wikidata,Bank of Slovenia,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,40 smtpmc.bsi.si.; 50 smtpmc-rrc.bsi.si.
ds-rs.si,4,wikidata,National Council of Slovenia,central,200,10 mail4.gov.si.; 10 mail3.gov.si.; 10 mail1.gov.si.; 10 mail2.gov.si.
dvk-rs.si,4,wikidata,State Election Commission,central,302,10 mail4.gov.si.; 10 mail3.gov.si.; 10 mail2.gov.si.; 10 mail1.gov.si.
energap.si,4,wikidata,Energy Agency of Podravje,,301,10 mail.energap.si.
film-center.si,4,wikidata,Slovenian Film Centre,,301,0 filmcenter-si01b.mail.protection.outlook.com.
jakrs.si,4,wikidata,Slovenian Book Agency,,301,10 mail3.gov.si.; 10 mail4.gov.si.; 10 mail1.gov.si.; 10 mail2.gov.si.
jazmp.si,4,wikidata,Agency for Medicinal Products and Medical Devices of the Republic of Slovenia,,200,5 mail.jazmp.si.
jh-lj.si,4,wikidata,Ljubljana Passenger Transport,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx2.netim.net.; 10 mx1.netim.net.
kmetijskizavod-ng.si,4,wikidata,Kmetijsko Gozdarski Zavod Nova Gorica,,200,10 mail.kmetijskizavod-ng.si.
kpk-rs.si,4,wikidata,Commission for the Prevention of Corruption of the Republic of Slovenia,central,302,10 mail2.gov.si.; 10 mail1.gov.si.; 10 mail3.gov.si.; 10 mail4.gov.si.
lendva.mfa.gov.hu,4,wikidata,Consulate General of Hungary in Lendava,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
ljubljana.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Ljubljana",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
ljubljana.si,4,wikidata,City Council of the Municipality of Ljubljana,central-1,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ljubljana.si found.,10 bor.ljubljana.si.
nuk.uni-lj.si,4,wikidata,National and University Library of Slovenia,,HttpConnectTimeoutException: HTTP connect timed out,10 nuk-unilj-si01i.mail.protection.outlook.com.
pgd-hrvatini.si,4,wikidata,PGD Hrvatini,,301,5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ASPMX2.GOOGLEMAIL.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ASPMX3.GOOGLEMAIL.COM.; 1 ASPMX.L.GOOGLE.COM.
pgd-pluznje.si,4,wikidata,PGD Plužnje,,301,5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.
policija.si,4,wikidata,law enforcement in Slovenia,,301,1000 hermes.policija.si.; 1000 kaos.policija.si.
stat.si,4,wikidata,Statistical Office of the Republic of Slovenia,central,SSLHandshakeException: Remote host terminated the handshake,none
zrss.si,4,wikidata,National Education Institute of the Republic of Slovenia,,307,5 zrss-si.mail.protection.outlook.com.
zvd.si,4,wikidata,Institute of Occupational Health,,ConnectException,0 zvd-si.mail.protection.outlook.com.; 10 mail.zvd.si.
zvkds.si,4,wikidata,Institute for the Protection of Cultural Heritage of Slovenia,,301,20 avs5.arnes.si.
ambasadat.net,3,wikidata,"Embassy of Kosovo, Ljubljana",central,200,20 mx2.emailsrvr.com.; 10 mx1.emailsrvr.com.
ljubljana.diplo.de,3,wikidata,"Embassy of Germany, Ljubljana",central,200,10 mx2.bund.de.; 10 mx1.bund.de.
ljubljana.europarl.europa.eu,3,wikidata,European Parliament Liaison Office in Slovenia,central,302,none
ljubljana.mae.ro,3,wikidata,"Embassy of Romania, Ljubljana",central,503,none
mfa.bg,3,wikidata,embassy of Bulgaria in Slovenia,central,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,3,wikidata,embassy of Greece in Slovenia,central,403,10 mailhost.mfa.gr.
mzv.cz,3,wikidata,embassy of the Czech republic in Slovenia,central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,3,wikidata,embassy of Slovakia in Slovenia,central,301,10 mail.gov.sk.
rus-slo.mid.ru,3,wikidata,"Embassy of Russia, Ljubljana",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
si.ambafrance.org,3,wikidata,"Embassy of France, Ljubljana",central,301,none
si.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Ljubljana",central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching si.chineseembassy.org found.,none
si.mvep.hr,3,wikidata,embassy of Croatia in Slovenia,central,ConnectException,none
slovenia.representation.ec.europa.eu,3,wikidata,European Commission Representation in Slovenia,,302,none
smomembassytoslovenia.org,3,wikidata,"Embassy of the Sovereign Military Order of Malta, Ljubljana",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx.smomembassytoslovenia.org.
