field,text
country_name,"Federated States of Micronesia"
government_type,"federal republic in free association with the US"
capital,"Palikir"
chief_of_state,"President Wesley W. SIMINA (since 12 May 2023)"
head_of_government,"President Wesley W. SIMINA (since 12 May 2023)"
judicial_highest_courts,"Federated States of Micronesia Supreme Court (consists of the chief justice and not more than 5 associate justices and organized into appellate and criminal divisions)"
constitution_history,"drafted June 1975, ratified 1 October 1978, entered into force 10 May 1979"
