field,text
country_name,"Republic of the Sudan"
government_type,"presidential republic"
capital,"Khartoum"
chief_of_state,"Sovereign Council Chair and Commander-in-Chief of the Sudanese Armed Forces General Abd-al-Fattah al-BURHAN Abd-al-Rahman (since 11 November 2021)"
head_of_government,"Sovereign Council Chair and Commander-in-Chief of the Sudanese Armed Forces General Abd-al-Fattah al-BURHAN Abd-al-Rahman (since 11 November 2021)"
judicial_highest_courts,"National Supreme Court (consists of 70 judges organized into panels of 3 judges and includes 4 circuits that operate outside the capital); a Constitutional Court was required in the 2019 Constitutional Declaration, but it has yet to be implemented"
constitution_history,"previous 1973, 1998, 2005 (interim constitution, which was suspended in April 2019); latest initial draft completed by Transitional Military Council in May 2019; revised draft known as the ""Draft Constitutional Charter for the 2019 Transitional Period,"" or “2019 Constitutional Declaration” was signed by the Council and opposition coalition on 4 August 2019"
