field,text
country_name,"Kingdom of Spain"
government_type,"parliamentary constitutional monarchy"
capital,"Madrid"
chief_of_state,"King FELIPE VI (since 19 June 2014)"
head_of_government,"President of the Government of Spain (prime minister-equivalent) Pedro SANCHEZ PEREZ-CASTEJON (since 2 June 2018)"
judicial_highest_courts,"Supreme Court or Tribunal Supremo (consists of the court president and organized into the Civil Room, with a president and 9 judges; the Penal Room, with a president and 14 judges; the Administrative Room, with a president and 32 judges; the Social Room, with a president and 12 judges; and the Military Room, with a president and 7 judges); Constitutional Court or Tribunal Constitucional de Espana (consists of 12 judges)"
constitution_history,"several previous; latest approved by the General Courts 31 October 1978, passed by referendum 6 December 1978, signed by the king 27 December 1978, effective 29 December 1978"
