subdomain,http_status
av.gouv.mc,"Could not resolve host: av.gouv.mc"
charte-gouv.mc,"301"
ccd.gouv.mc,"Could not resolve host: ccd.gouv.mc"
av.diplomatie.gouv.mc,"Could not resolve host: av.diplomatie.gouv.mc"
cdf.gouv.mc,"Could not resolve host: cdf.gouv.mc"
autodiscover.alpha.gouv.mc,"Could not resolve host: autodiscover.alpha.gouv.mc"
confcall.gouv.mc,"Could not resolve host: confcall.gouv.mc"
ab.dprn.gouv.mc,"Could not resolve host: ab.dprn.gouv.mc"
dcc.gouv.mc,"Could not resolve host: dcc.gouv.mc"
kype-ws-ext.alpha.gouv.mc,"Could not resolve host: kype-ws-ext.alpha.gouv.mc"
autodiscover.diplomatie.gouv.mc,"Could not resolve host: autodiscover.diplomatie.gouv.mc"
meet.gouv.mc,"Could not resolve host: meet.gouv.mc"
mail.alpha.gouv.mc,"Could not resolve host: mail.alpha.gouv.mc"
dcc-acc.gouv.mc,"Could not resolve host: dcc-acc.gouv.mc"
oo.gouv.mc,"Could not resolve host: oo.gouv.mc"
owa.gouv.mc,"Could not resolve host: owa.gouv.mc"
services-administratifs-icn.gouv.mc,"Could not resolve host: services-administratifs-icn.gouv.mc"
webconf.gouv.mc,"Could not resolve host: webconf.gouv.mc"
meet.diplomatie.gouv.mc,"Could not resolve host: meet.diplomatie.gouv.mc"
entreprises.service.public.gouv.mc,"Could not resolve host: entreprises.service.public.gouv.mc"
skype-webscheduler.diplomatie.gouv.mc,"Could not resolve host: skype-webscheduler.diplomatie.gouv.mc"
meet.alpha.gouv.mc,"Could not resolve host: meet.alpha.gouv.mc"
oos.alpha.gouv.mc,"Could not resolve host: oos.alpha.gouv.mc"
charte.gouv.mc,"301"
skype-webscheduler.alpha.gouv.mc,"Could not resolve host: skype-webscheduler.alpha.gouv.mc"
www.charte.gouv.mc,"301"
sftp.gouv.mc,"Could not resolve host: sftp.gouv.mc"
skype-ws-ext.alpha.gouv.mc,"Could not resolve host: skype-ws-ext.alpha.gouv.mc"
skype-webscheduler.gouv.mc,"Could not resolve host: skype-webscheduler.gouv.mc"
lyncdiscover.gouv.mc,"Could not resolve host: lyncdiscover.gouv.mc"
smtphost.alpha.gouv.mc,"Could not resolve host: smtphost.alpha.gouv.mc"
oos.diplomatie.gouv.mc,"Could not resolve host: oos.diplomatie.gouv.mc"
sip.gouv.mc,"Could not resolve host: sip.gouv.mc"
skype-ws-ext.diplomatie.gouv.mc,"Could not resolve host: skype-ws-ext.diplomatie.gouv.mc"
www.charte-gouv.mc,"200"
webconf.diplomatie.gouv.mc,"Could not resolve host: webconf.diplomatie.gouv.mc"
av.alpha.gouv.mc,"Could not resolve host: av.alpha.gouv.mc"
lyncdiscover.diplomatie.gouv.mc,"Could not resolve host: lyncdiscover.diplomatie.gouv.mc"
sip.alpha.gouv.mc,"Could not resolve host: sip.alpha.gouv.mc"
lyncdiscover.alpha.gouv.mc,"Could not resolve host: lyncdiscover.alpha.gouv.mc"
sip.diplomatie.gouv.mc,"Could not resolve host: sip.diplomatie.gouv.mc"
skype-ws-ext.gouv.mc,"Could not resolve host: skype-ws-ext.gouv.mc"
www.assets-freezing.gouv.mc,"Could not resolve host: www.assets-freezing.gouv.mc"
service.public.gouv.mc,"Could not resolve host: service.public.gouv.mc"
www.cellule-emploi-jeunes.gouv.mc,"Could not resolve host: www.cellule-emploi-jeunes.gouv.mc"
particuliers.service.public.gouv.mc,"Could not resolve host: particuliers.service.public.gouv.mc"
webmail.alpha.gouv.mc,"Could not resolve host: webmail.alpha.gouv.mc"
www.embassy-to-uk.gouv.mc,"Could not resolve host: www.embassy-to-uk.gouv.mc"
www.ambassade-en-chine.gouv.mc,"Could not resolve host: www.ambassade-en-chine.gouv.mc"
www.ambassade-en-france.gouv.mc,"Could not resolve host: www.ambassade-en-france.gouv.mc"
en.spe.gouv.mc,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
en.service-public-entreprises.gouv.mc,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
en.spp.gouv.mc,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
en.service-public-particuliers.gouv.mc,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
www.ab.dprn.gouv.mc,"Could not resolve host: www.ab.dprn.gouv.mc"
www.monaco-embassy-uk.gouv.mc,"Could not resolve host: www.monaco-embassy-uk.gouv.mc"
www.pompiers.gouv.mc,"Could not resolve host: www.pompiers.gouv.mc"
www.eme.gouv.mc,"Could not resolve host: www.eme.gouv.mc"
amsn.gouv.mc,"200"
www.spe.gouv.mc,"Could not resolve host: www.spe.gouv.mc"
