type,label,website,hostname
ministry,"Ministry of Labor, Social Affairs and Family of the Slovak Republic","https://www.employment.gov.sk/en/",employment.gov.sk
ministry,"Ministry of Labor, Social Affairs and Family of the Slovak Republic","https://www.employment.gov.sk/sk/",employment.gov.sk
ministry,"Ministry of Health of the Slovak Republic","https://www.health.gov.sk/",health.gov.sk
ministry,"Ministry of Agriculture and Rural Development of the Slovak Republic","https://www.mpsr.sk/",mpsr.sk
ministry,"Ministry of Agriculture and Rural Development of the Slovak Republic","https://www.mpsr.sk/en/",mpsr.sk
ministry,"Ministry of the Environment of the Slovak Republic","https://www.minzp.sk/",minzp.sk
ministry,"Ministry of Justice","https://www.justice.gov.sk/",justice.gov.sk
ministry,"Ministry of Culture of the Slovak Republic","http://www.culture.gov.sk/",culture.gov.sk
ministry,"Ministry of Finance of the Slovak Republic","https://www.mfsr.sk/en/",mfsr.sk
ministry,"Ministry of Defence (Slovakia)","https://www.mod.gov.sk/",mod.gov.sk
ministry,"Ministry of Interior of the Slovak Republic","https://www.minv.sk/",minv.sk
ministry,"Ministry of Finance of the Slovak Republic","https://www.mfsr.sk/sk/",mfsr.sk
ministry,"Ministry of Tourism and Sports of the Slovak Republic","https://www.mincrs.sk/",mincrs.sk
ministry,"Ministry of Education, Research, Development and Youth of the Slovak Republic","https://www.minedu.sk/",minedu.sk
ministry,"Ministry of Economy of the Slovak Republic","https://www.economy.gov.sk/",economy.gov.sk
ministry,"Ministry of Economy of the Slovak Republic","https://www.economy.gov.sk/en",economy.gov.sk
ministry,"Ministry of Investments, Regional Development and Informatization of the Slovak Republic","https://www.mirri.gov.sk/",mirri.gov.sk
ministry,"Ministry of Investments, Regional Development and Informatization of the Slovak Republic","https://www.mirri.gov.sk/en/index.html",mirri.gov.sk
ministry,"Ministry of Foreign and European Affairs of the Slovak Republic","http://www.foreign.gov.sk/en/home",foreign.gov.sk
ministry,"Ministry of Foreign and European Affairs of the Slovak Republic","https://www.mzv.sk/",mzv.sk
ministry,"Ministry of Transport and Construction of the Slovak Republic","https://www.mindop.sk/",mindop.sk
ministry,"Ministry of Transport and Construction of the Slovak Republic","https://www.mindop.sk/en",mindop.sk
parliament,"National Council of the Slovak Republic","http://www.nrsr.sk",nrsr.sk
constitutional_court,"Dominican Province of Slovakia","https://dominikani.sk/",dominikani.sk
constitutional_court,"Piarist province of Slovakia","http://www.piaristi.sk",piaristi.sk
constitutional_court,"Province of the Most Holy Redeemer of the Friars Minor in Slovakia","http://www.frantiskani.sk/",frantiskani.sk
constitutional_court,"Government of Slovakia","https://www.vlada.gov.sk/",vlada.gov.sk
supreme_court,"National Council of the Slovak Republic","http://www.nrsr.sk",nrsr.sk
