subdomain,parent_domain,http_status
acbep.gouv.sn,gouv.sn,200
acces-universel-electricite.gouv.sn,gouv.sn,200
admin.conference.sec.gouv.sn,gouv.sn,Connection timed out after 3002 milliseconds
admin.lerlouwer.sante.gouv.sn,gouv.sn,302
agriculture.gouv.sn,gouv.sn,500
ambasenparis.gouv.sn,gouv.sn,301
anam.gouv.sn,gouv.sn,200
ancar.gouv.sn,gouv.sn,200
annuairehorsreseau.gouv.sn,gouv.sn,SSL certificate problem: certificate has expired
apams.gouv.sn,gouv.sn,Operation timed out after 3001 milliseconds with 0 bytes received
api.conference.sec.gouv.sn,gouv.sn,Connection timed out after 3001 milliseconds
armee.gouv.sn,gouv.sn,200
asp.gouv.sn,gouv.sn,200
autodiscover.economie.gouv.sn,gouv.sn,Connection timed out after 3002 milliseconds
autodiscover.gouv.sn,gouv.sn,Could not resolve host: autodiscover.gouv.sn
autodiscover.micatti.gouv.sn,gouv.sn,Could not resolve host: autodiscover.micatti.gouv.sn
av.micatti.gouv.sn,gouv.sn,Could not resolve host: av.micatti.gouv.sn
big.gouv.sn,gouv.sn,Could not resolve host: big.gouv.sn
bom.gouv.sn,gouv.sn,200
ca-thies.gouv.sn,gouv.sn,Operation timed out after 3002 milliseconds with 0 bytes received
caosp-pikine.gouv.sn,gouv.sn,Operation timed out after 3002 milliseconds with 0 bytes received
cheds.gouv.sn,gouv.sn,Operation timed out after 3002 milliseconds with 0 bytes received
cild.gouv.sn,gouv.sn,200
cilec.migrationirreguliere.gouv.sn,gouv.sn,SSL: no alternative certificate subject name matches target hostname 'cilec.migrationirreguliere.gouv.sn'
clearance.diplomatie.gouv.sn,gouv.sn,SSL certificate problem: unable to get local issuer certificate
cndst.gouv.sn,gouv.sn,SSL certificate problem: certificate has expired
cndtransplant.gouv.sn,gouv.sn,301
cnosp.gouv.sn,gouv.sn,Operation timed out after 3001 milliseconds with 0 bytes received
codif.crous-bambey.gouv.sn,gouv.sn,Recv failure: Connexion ré-initialisée par le correspondant
comiac.gouv.sn,gouv.sn,Operation timed out after 3002 milliseconds with 0 bytes received
commerce.gouv.sn,gouv.sn,503
concoursena.gouv.sn,gouv.sn,Connection timed out after 3002 milliseconds
conference.sec.gouv.sn,gouv.sn,Connection timed out after 3002 milliseconds
