hostname,score,sources,label,level,http_status,mx
agriculture.go.ug,7,wikidata;wikidata,"Ministry of Agriculture, Animal Industry and Fisheries",central,301,10 mx2.umcs.go.ug.; 10 mx1.umcs.go.ug.
education.go.ug,7,wikidata;wikidata,Ministry of Education and Sports,central,301,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
energyandminerals.go.ug,7,wikidata;wikidata,Ministry of Energy and Mineral Development,central,ConnectException,none
finance.go.ug,7,wikidata;wikidata,"Ministry of Finance, Planning and Economic Development",central,200,10 mail.finance.go.ug.
health.go.ug,7,wikidata;wikidata,Ministry of Health,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
ict.go.ug,7,wikidata;wikidata,Ministry of Information and Communications Technology,central,200,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
mia.go.ug,7,wikidata;wikidata,Ministry of Internal Affairs,central,200,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
mlhud.go.ug,7,wikidata;wikidata,"Ministry of Lands, Housing and Urban Development",central,200,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
mofa.go.ug,7,wikidata;wikidata,Ministry of Foreign Affairs of the Republic of Uganda,central,200,10 mx2.umcs.go.ug.; 10 mx1.umcs.go.ug.
mtic.go.ug,7,wikidata;wikidata,"Ministry of Trade, Industry and Cooperatives",,301,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
mtti.go.ug,7,wikidata;wikidata,"Ministry of Trade, Tourism and Industry",central,ConnectException,none
mwe.go.ug,7,wikidata;wikidata,Ministry of Water and Environment,central,200,10 mx1.umcs.go.ug.; 10 mx2.umcs.go.ug.
nema.go.ug,7,wikidata;wikidata,National Environment Management Authority of Uganda,,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 mx2.umcs.go.ug.; 10 mx1.umcs.go.ug.
sti.go.ug,7,wikidata;wikidata,"Ministry of Science, Technology and Innovation",central,200,0 sti-go-ug.mail.protection.outlook.com.
gou.go.ug,6,un_desa,UN/DESA national portal,,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 mx2.umcs.go.ug.; 10 mx1.umcs.go.ug.
